Listagem de Complexos de Exibição por Município e UF - 2020;;;;;;;
;;;;;;;
#;UF;Município;População*;Nome Complexo;Grupo ANCINE;Registro Ancine do Complexo;Número de Salas
294;RS;PORTO ALEGRE;1.488.252;CINEDRIVE M3 MOVIES;INDEPENDENTE;46103;1
295;RS;PORTO ALEGRE;1.488.252;Cinemateca Capitólio;INDEPENDENTE;36918;1
296;RS;PORTO ALEGRE;1.488.252;Cinemateca Paulo Amorim (Sala Eduardo Hirtz, Sala Norberto Lubisco e Sala Paulo Amorim);INDEPENDENTE;6750;3
297;RS;PORTO ALEGRE;1.488.252;Guion Center Cinemas;INDEPENDENTE;6683;3
298;RS;SANTA CRUZ DO SUL;131.365;Cine Santa Cruz;INDEPENDENTE;31896;2
299;RS;SANTA CRUZ DO SUL;131.365;Cine Via Sete Santa Cruz do Sul;MAHMUD;23879;2
300;RS;SANTA ROSA;73.575;Cine Globo Santa Rosa;CINE GLOBO;29163;1
301;RS;SANTO ÂNGELO;77.568;Cine Cisne;INDEPENDENTE;6753;3
302;RS;SÃO LUIZ GONZAGA;33.293;Cine Lux;INDEPENDENTE;20868;1
303;RS;URUGUAIANA;126.866;Cine Prime;INDEPENDENTE;43979;3
304;SC;BALNEÁRIO CAMBORIÚ;145.796;GNC Balneário Camboriú;GNC;13237;8
305;SC;BLUMENAU;361.855;Cinépolis Norte Shopping;CINÉPOLIS;19068;5
306;SC;BLUMENAU;361.855;GNC Neumarkt Blumenau;GNC;2971;5
307;SC;BRUSQUE;137.689;Cine Gracher Havan Brusque;GRACHER;26111;3
308;SC;CONCÓRDIA;75.167;Grupocine Concórdia;GRUPO CINE;44282;1
309;SC;CRICIÚMA;217.311;GNC Criciúma (Cinema Nações Shopping);GNC;32640;6
310;SC;FLORIANÓPOLIS;508.826;Cinesystem Iguatemi FLN;CINESYSTEM;41695;4
311;SC;FRAIBURGO;36.584;Grupo Cine Fraiburgo;INDEPENDENTE;30765;1
312;SC;INDAIAL;70.900;Cine Gracher Indaial;GRACHER;39283;4
313;SC;ITAJAÍ;223.112;Cine Laser Itajaí;LASER;42427;2
314;SC;JOAÇABA;30.404;Cine Gracher Joaçaba;GRACHER;40234;3
315;SC;JOINVILLE;597.658;GNC Garten;GNC;16870;6
316;SC;JOINVILLE;597.658;GNC Mueller;GNC;3052;3
317;SC;PORTO BELO;21.932;Cine Gracher Porto Belo;GRACHER;40771;4
318;SC;PORTO UNIÃO;35.543;Cine Gracher Havan Porto União;GRACHER;30780;3
319;SC;RIO DO SUL;72.006;Grupocine Rio do Sul;GRUPO CINE;44286;2
320;SC;SÃO BENTO DO SUL;85.421;Cine Gracher São Bento;GRACHER;41056;4
321;SC;SÃO JOSÉ;250.181;Cinépolis Continente Shopping;CINÉPOLIS;22648;5
322;SC;SÃO MIGUEL DO OESTE;40.868;Cine Peperi;INDEPENDENTE;17833;1
323;SC;VIDEIRA;53.610;Grupocine Videira;GRUPO CINE;44284;2
324;SE;ARACAJU;664.908;Cinema Vitória;INDEPENDENTE;23328;1
325;SE;ITABAIANA;96.142;Cine Laser Itabaiana;INDEPENDENTE;44324;4
326;SE;NOSSA SENHORA DO SOCORRO;185.706;Cinesercla Shopping Prêmio;EXIBIDORA NACIONAL;23478;3
327;SP;AMPARO;72.677;AGA Amparo Cine Duplex;AGA;6584;2
328;SP;ARAÇATUBA;198.129;ARAÚJO Cine Araçatuba;ARAÚJO;3111;3
329;SP;ARAÇATUBA;198.129;Cineflix Shopping Praça Nova Araçatuba;CINEFLIX;31153;5
330;SP;ARARAQUARA;238.339;Cine Center Lupo;INDEPENDENTE;39363;3
331;SP;ARARAQUARA;238.339;Moviecom Jaraguá;MOVIECOM BOTUCATU;2922;5
332;SP;ARARAS;135.506;Cine A Araras;CINE A;24551;3
333;SP;ATIBAIA;144.088;Centerplex Cine Atibaia;CENTERPLEX;2843;2
334;SP;BARUERI;276.982;ALPHA CINE DRIVE-IN;INDEPENDENTE;46296;1
335;SP;BARUERI;276.982;Cinépolis Iguatemi Alphaville;CINÉPOLIS;18655;8
336;SP;BARUERI;276.982;Cinépolis Parque Barueri;CINÉPOLIS;21881;8
337;SP;BATATAIS;62.980;Cine Batatais;INDEPENDENTE;16871;1
338;SP;BAURU;379.297;ARAÚJO Multiplex Bauru Shopping;ARAÚJO;5883;5
339;SP;BAURU;379.297;Cinépolis Nações Bauru;CINÉPOLIS;25196;6
340;SP;BEBEDOURO;77.555;Cine Pop Bebedouro;INDEPENDENTE;22592;1
341;SP;BOTUCATU;148.130;ARAÚJO Multiplex Boulevard Botucatu;ARAÚJO;33423;3
342;SP;BOTUCATU;148.130;Cineflix Shopping Botucatu;CINEFLIX;26587;5
343;SP;BRAGANÇA PAULISTA;170.533;Cine A Bragança Paulista (Parque Mall);CINE A;32481;3
344;SP;CAJAMAR;77.934;Grupocine Cajamar;GRUPO CINE;44279;3
345;SP;CAMPINAS;1.213.792;ARAÚJO Multiplex Parque Das Bandeiras;ARAÚJO;24150;6
346;SP;CAMPINAS;1.213.792;CINE AUTORAMA;INDEPENDENTE;45891;1
347;SP;CAMPINAS;1.213.792;Cinépolis Campinas Shopping;CINÉPOLIS;30090;8
348;SP;CAMPINAS;1.213.792;Cinépolis Galleria Campinas;CINÉPOLIS;43208;4
349;SP;CAMPINAS;1.213.792;Moviecom Unimart;MOVIECOM SÃO PAULO;5573;6
350;SP;CAPIVARI;56.379;Cine Vera Cruz;CENTERPLEX;15647;2
351;SP;CARAPICUÍBA;403.183;Cinépolis Plaza Shopping Carapicuíba;CINÉPOLIS;33905;5
352;SP;CESÁRIO LANGE;18.375;Cinemac Cine São José;INDEPENDENTE;15270;1
353;SP;COSMÓPOLIS;73.474;Cinemania;INDEPENDENTE;39424;1
354;SP;COTIA;253.608;Cineflix The Square Granja Vianna;CINEFLIX;31743;5
355;SP;DIADEMA;426.757;Centerplex Diadema;CENTERPLEX;41783;4
356;SP;DIADEMA;426.757;PlayArte Praça Da Moça;PLAYARTE;16354;7
357;SP;ESPÍRITO SANTO DO PINHAL;44.471;Cine A Espírito Santo do Pinhal;CINE A;16611;1
358;SP;FERNANDÓPOLIS;69.402;Grupocine Fernandópolis;GRUPO CINE;44281;2
359;SP;FRANCA;355.901;Moviecom Franca Shopping;MOVIECOM BOTUCATU;17420;4
360;SP;FRANCO DA ROCHA;156.492;Cine Estação;INDEPENDENTE;42659;3
361;SP;GUARATINGUETÁ;122.505;Cinemais Guaratinguetá;CINEMAIS;23843;5
362;SP;GUARUJÁ;322.750;Cine 3 - Ferry Boat's Plaza;INDEPENDENTE;6684;3
363;SP;GUARUJÁ;322.750;Grupocine Guarujá;GRUPO CINE;44283;3
364;SP;GUARULHOS;1.392.121;Cinépolis Parque Shopping Maia;CINÉPOLIS;29707;8
365;SP;GUARULHOS;1.392.121;CIRCUITOGuarulhos;CIRCUITO;15569;6
366;SP;HORTOLÂNDIA;234.259;Cinesystem Redecine Hortolândia;CINESYSTEM;41703;5
367;SP;INDAIATUBA;256.223;Topázio Cinemas Polo Shopping;TOPÁZIO;19182;4
368;SP;INDAIATUBA;256.223;Topázio Cinemas Shopping Jaraguá;TOPÁZIO;6742;4
369;SP;ITAPECERICA DA SERRA;177.662;Grupocine Itapecerica Matriz;GRUPO CINE;44290;4
370;SP;ITAPETININGA;165.526;Grupocine Itapetininga;GRUPO CINE;44287;4
371;SP;ITAPEVI;240.961;Centerplex Itapevi Center;CENTERPLEX;37000;3
372;SP;ITAPIRA;75.234;Cine A Itapira;CINE A;24550;2
373;SP;ITAQUAQUECETUBA;375.011;Cinépolis Itaqua Garden;CINÉPOLIS;35751;5
374;SP;ITAQUAQUECETUBA;375.011;Moviecom Pateo Itaquá;MOVIECOM SÃO PAULO;27281;5
375;SP;ITU;175.568;ARAÚJO Cines Plaza Shopping - Itu;ARAÚJO;3104;3
376;SP;JALES;49.201;Cine Jales;INDEPENDENTE;19919;1
377;SP;JUNDIAÍ;423.006;Cinépolis Jundiaí Shopping;CINÉPOLIS;22674;9
378;SP;JUNDIAÍ;423.006;Moviecom Maxi;MOVIECOM BOTUCATU;2913;7
379;SP;LIMEIRA;308.482;Centerplex Shopping Center Limeira;CENTERPLEX;27816;5
380;SP;LIMEIRA;308.482;Circuito Cinemas Limeira;CIRCUITO;34307;4
381;SP;LORENA;89.125;Cinemais Lorena;CINEMAIS;31517;4
382;SP;MARÍLIA;240.590;Cine Esmeralda / Cine Movieboxse7;INDEPENDENTE;19370;2
383;SP;MARÍLIA;240.590;Cinépolis Marília Shopping;CINÉPOLIS;30096;5
384;SP;MATÃO;83.626;Cine Teatro Matão;INDEPENDENTE;6697;2
385;SP;MAUÁ;477.552;ARAÚJO Multiplex Plaza Shopping - Mauá;ARAÚJO;4376;8
386;SP;MOCOCA;68.980;Cine Mococa;INDEPENDENTE;6736;1
387;SP;MOGI GUAÇU;153.033;Cineflix Buriti Shopping Mogi Guaçu;CINEFLIX;24537;5
388;SP;OSASCO;699.944;Cinesercla Osasco Plaza;LB CINEMAS;22216;4
389;SP;OSASCO;699.944;KINOPLEXOsasco;KINOPLEX;27853;7
390;SP;OSVALDO CRUZ;33.000;Cine São José;INDEPENDENTE;S/REG;1
391;SP;OURINHOS;114.352;Cinépolis Ourinhos;CINÉPOLIS;43431;3
392;SP;PAULÍNIA;112.003;Top Cineplex Paulínia;TOP CINEPLEX;19399;2
393;SP;PENÁPOLIS;63.757;CIRCUITOPenápolis;CIRCUITO;31541;4
394;SP;PINDAMONHANGABA;170.132;Redecine Pindamonhangaba;INDEPENDENTE;43782;4
395;SP;PIRACICABA;407.252;ARAÚJO Cines Shopping Piracicaba;ARAÚJO;2781;7
396;SP;PIRAJU;29.869;Cinemax Piraju;INDEPENDENTE;19650;1
397;SP;PRAIA GRANDE;330.845;Cinesystem Litoral Plaza;CINESYSTEM;41704;6
398;SP;RIBEIRÃO PRETO;711.825;Cinépolis Iguatemi Ribeirão Preto;CINÉPOLIS;25198;6
399;SP;RIBEIRÃO PRETO;711.825;Cinépolis Santa Úrsula;CINÉPOLIS;17267;5
400;SP;RIO CLARO;208.008;GRUPOCINE RIO CLARO;GRUPO CINE;47613;5
401;SP;SALTO;119.736;Moviplex Cinemas - Salto/SP;INDEPENDENTE;42904;1
402;SP;SANTA BÁRBARA D'OESTE;194.390;ARAÚJO Multiplex Vic Center Santa Bárbara;TOTALCINE;37911;4
403;SP;SANTA BÁRBARA D'OESTE;194.390;Moviecom Tivoli;MOVIECOM BOTUCATU;2917;4
404;SP;SANTA CRUZ DO RIO PARDO;47.943;Cine São Pedro;INDEPENDENTE;14784;1
405;SP;SANTA ISABEL;57.966;Grupocine Santa Isabel;GRUPO CINE;44277;2
406;SP;SANTO ANDRÉ;721.368;PlayArte ABC;PLAYARTE;2853;4
407;SP;SANTOS;433.656;Cinearte Posto 4;INDEPENDENTE;37109;1
408;SP;SANTOS;433.656;CINEFLIX SANTOS;INDEPENDENTE;44838;4
409;SP;SANTOS;433.656;Roxy 4 Iporanga;ROXY;22897;2
410;SP;SANTOS;433.656;Roxy 5 Gonzaga;ROXY;30600;5
411;SP;SÃO BERNARDO DO CAMPO;844.483;Cinépolis São Bernardo Plaza;CINÉPOLIS;25190;7
412;SP;SÃO BERNARDO DO CAMPO;844.483;PlayArte Metrópole;PLAYARTE;2857;9
413;SP;SÃO CARLOS;254.484;ARAÚJO Cines Iguatemi;ARAÚJO;4374;3
414;SP;SÃO CARLOS;254.484;Cine São Carlos;INDEPENDENTE;15374;2
415;SP;SÃO JOÃO DA BOA VISTA;91.771;Cine A São João da Boa Vista;CINE A;39368;2
416;SP;SÃO JOSÉ DO RIO PARDO;55.124;Cine A São José do Rio Pardo;CINE A;15834;1
417;SP;SÃO JOSÉ DO RIO PRETO;464.983;ARAÚJO Multiplex Rio Preto Shopping;ARAÚJO;3137;5
418;SP;SÃO JOSÉ DO RIO PRETO;464.983;ARAÚJO Multiplex Rio Preto Shopping Vip;ARAÚJO;13357;2
419;SP;SÃO JOSÉ DO RIO PRETO;464.983;Centerplex Cidade Norte;CENTERPLEX;22580;3
420;SP;SÃO JOSÉ DO RIO PRETO;464.983;Cinépolis Iguatemi São José do Rio Preto;CINÉPOLIS;26825;7
421;SP;SÃO JOSÉ DO RIO PRETO;464.983;Cinépolis Plaza Avenida SJRP;CINÉPOLIS;30093;6
422;SP;SÃO JOSÉ DOS CAMPOS;729.737;Cinépolis Jardim Oriente;CINÉPOLIS;43717;6
423;SP;SÃO JOSÉ DOS CAMPOS;729.737;Kinoplex Vale Sul;CSR/UCI RIBEIRO;15264;6
424;SP;SÃO PAULO;12.325.232;ARAÚJO Multiplex Campo Limpo;ARAÚJO;6395;5
425;SP;SÃO PAULO;12.325.232;Centerplex Shopping Center Lapa;CENTERPLEX;2842;3
426;SP;SÃO PAULO;12.325.232;Centro Cultural São Paulo;SPCINE;32396;2
427;SP;SÃO PAULO;12.325.232;Centro De Formação Cultural de Cidade Tiradentes;SPCINE;32362;1
428;SP;SÃO PAULO;12.325.232;Cine Itaim Paulista;INDEPENDENTE;33275;3
429;SP;SÃO PAULO;12.325.232;Cineflix Cantareira Norte Shopping;CINEFLIX;32844;5
430;SP;SÃO PAULO;12.325.232;Cinépolis Jardim Pamplona;CINÉPOLIS;44537;5
431;SP;SÃO PAULO;12.325.232;Cinépolis JK Iguatemi;CINÉPOLIS;21667;6
432;SP;SÃO PAULO;12.325.232;Cinépolis Mais Shopping;CINÉPOLIS;17949;4
433;SP;SÃO PAULO;12.325.232;Cinépolis Metrô Itaquera;CINÉPOLIS;30012;8
434;SP;SÃO PAULO;12.325.232;CineSala;INDEPENDENTE;47329;1
435;SP;SÃO PAULO;12.325.232;Cinesystem Morumbi Town Shopping;CINESYSTEM;34941;9
436;SP;SÃO PAULO;12.325.232;Espaço Itaú de Cinema - Augusta;ESPAÇO;31112;5
437;SP;SÃO PAULO;12.325.232;Espaço Itaú de Cinema - Frei Caneca;ESPAÇO;6636;9
438;SP;SÃO PAULO;12.325.232;Espaço Itaú de Cinema - Pompéia;ESPAÇO;42213;11
439;SP;SÃO PAULO;12.325.232;Kinoplex Parque da Cidade;KINOPLEX;43321;5
440;SP;SÃO PAULO;12.325.232;KINOPLEXItaim;KINOPLEX;2391;6
441;SP;SÃO PAULO;12.325.232;KINOPLEXVila Olimpia;KINOPLEX;17204;7
442;SP;SÃO PAULO;12.325.232;Moviecom Boa Vista;MOVIECOM BOTUCATU;4846;5
443;SP;SÃO PAULO;12.325.232;Moviecom Penha;MOVIECOM BOTUCATU;2919;6
444;SP;SÃO PAULO;12.325.232;PlayArte Bristol;PLAYARTE;2851;5
445;SP;SÃO PAULO;12.325.232;PlayArte Complexo Cinematográfico Ibirapuera;PLAYARTE;39189;6
446;SP;SÃO PAULO;12.325.232;PlayArte Complexo Cinematográfico Marabá;PLAYARTE;40652;5
447;SP;SÃO PAULO;12.325.232;PlayArte Complexo Cinematográfico Plaza Sul;PLAYARTE;41344;6
448;SP;SÃO PAULO;12.325.232;PlayArte Paulista Splendor;PLAYARTE;2854;2
449;SP;SÃO PAULO;12.325.232;Reserva Cultural De Cinema;RESERVA;6665;4
450;SP;SÃO VICENTE;368.355;Roxy 6 Brisamar;ROXY;37348;6
451;SP;SERTÃOZINHO;127.142;Starcine Sertãozinho;INDEPENDENTE;14528;2
452;SP;SOCORRO;41.352;Cine Cavaliere Orlandi;INDEPENDENTE;15010;2
453;SP;SOROCABA;687.357;ARAÚJO Multiplex Pátio Cianê;ARAÚJO;24149;6
454;SP;SOROCABA;687.357;ARAÚJO Multiplex Shopping Cidade;ARAÚJO;24148;6
455;SP;SOROCABA;687.357;Cineplay Panorâmico;CINEPLAY;44322;6
456;SP;SOROCABA;687.357;Cineplay Sorocaba;CINEPLAY;16380;4
457;SP;SUMARÉ;286.211;Redecine Sumaré;CINEFLIX;44547;5
458;SP;TABOÃO DA SERRA;293.652;ARAÚJO Multiplex Shopping Taboão;ARAÚJO;4378;5
459;SP;TATUÍ;122.967;Cinemac Cine Santa Helena;CINEMAC;15178;2
460;SP;TAUBATÉ;317.915;Moviecom Taubaté Shopping;MOVIECOM BOTUCATU;25231;5
461;SP;UBATUBA;91.824;Cine Porto;INDEPENDENTE;2352;1
462;SP;VALINHOS;131.210;Grupocine Valinhos;GRUPO CINE;44278;2
463;SP;VÁRZEA PAULISTA;123.071;Grupocine Várzea Paulista;GRUPO CINE;44291;4
464;SP;VOTORANTIM;123.599;Cinépolis Iguatemi Esplanada;CINÉPOLIS;25199;9
465;TO;ARAGUAÍNA;183.381;Mobi Cine Top Cine Araguaína;MOBICINE;17629;3
466;TO;GURUPI;87.545;Mobi Cine Gurupi;MOBICINE;34401;3
;;;;;;;
* Os dados são referentes às Estimativas de População publicadas pelo Instituto Brasileiro de Geografia e Estatística (IBGE) que apresentam estimativas populacionais anuais de população para os municípios e para as Unidades da Federação brasileiros, com data de referência em 1º de julho de cada ano. Disponível em https://www.ibge.gov.br/estatisticas-novoportal/sociais/populacao/9103-estimativas-de-populacao.html?=&t=o-que-e;;;;;;;
Fontes: Sistema de Registro – ANCINE, Sistema de Acompanhamento da Distribuição em Salas de Exibição (SADIS), Sistema de Controle de Bilheteria (SCB), Instituto Brasileiro de Geografia e Estatística (IBGE), Filme B e outras fontes secundárias.;;;;;;;
Elaboração: Coordenação de Gestão das Informações Regulatórias - CGI/SRG/ANCINE. Publicado em 11/03/2022.;;;;;;;
