Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2020;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Público;Renda (R$);
2018;B1700332400000;Querida Mamãe;Jeremias Moreira Filho;Ficção;Moonshot Pictures;SP;-;-;Elo Company;31;1.646;17.577,00;
2018;B1700409900000;Querido Embaixador;Luiz Fernando Goulart;Documentário;Toscana Audiovisual;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Elo Company;23;2.297;26.425,00;
2018;B1800549200000;Rasga Coração;Jorge Furtado;Ficção;Casa de Cinema de Porto Alegre;RS;Globo Filmes/Canal Brasil/Guel Produtora;RJ/RJ/RJ;Sony;32;8.250;137.142,00;
2018;B1800077300000;Rio do Medo;Ernesto Rodrigues;Documentário;Bizum Comunicação;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Bizum;1;79;519,00;
2018;B1700606700000;Rio Mumbai;Gabriel Mellin/Pedro Sodré;Ficção;Copa Filmes/Rio Cinema Digital;RJ/RJ;-;-;Copa Filmes;3;322;4.202,00;
2018;B1600641100000;Rogério Duarte, o Tropikaoslista;José Walter Lima;Documentário;VPC Cinemavídeo;BA;-;-;O2 Play;15;1.419;16.162,00;
2018;B1700581200000;Sailing Band;Denis Nielsen;Documentário;Paris Entretenimento;SP;Tapa Filmes;SP;Downtown/Paris;1;130;2.609,00;
2018;B1800211500000;Salto No Vazio;Cavi Borges/Patricia Niedermeier;Ficção;Cavideo Produções;RJ;-;-;Cavideo Produções;1;124;2.137,00;
2018;B1600050100000;Santoro- O Homem E Sua Música;John Howard Szerman;Documentário;John Howard Szerman Produções Cinematográficas;DF;-;-;Dada' N Zen Produções;10;489;7.435,00;
2018;B1700508700000;Saudade;Paulo Caldas;Documentário;99 Produções;PE;Ateliê Produções/Academia de Filmes/Newco;PE/SP/SP;Lira Filmes;8;2.286;31.830,00;
2018;B1800126800000;Sequestro Relâmpago;Tata Amaral;Ficção;Tangerina Entretenimento;SP;Globo Filmes/Canal Brasil/Guel Produtora/Manjericão Filmes;RJ/RJ/RJ/SP;Pagu Pictures;63;13.075;188.694,00;
2018;B1800287300000;Sertão Velho Cerrado;André D'Elia;Documentário;Cinedelia;SP;-;-;O2 Play;6;1.789;22.831,00;
2018;B1700414300000;Severina;Felipe Hirsch;Ficção;Us One;SP;-;-;Vitrine Filmes;36;13.647;144.303,00;
2018;B1800250800000;Slam: Voz de Levante;Roberta Estrela D'Alva/Tatiana Lohmann;Documentário;Exótica Cinematográfica;SP;Globo Filmes/Miração Filmes;RJ/SP;Pagu Pictures;11;748;12.861,00;
2018;B1700539800000;Soldados Do Araguaia;Belisario Franca;Documentário;Giros;RJ;-;-;Urca Filme;8;1.299;18.519,00;
2018;B1800307200000;Sueño Florianópolis;Ana Katz;Ficção;Prodigo Films;SP;Groch Filmes;SP;Vitrine Filmes;34;4.127;31.292,00;
2018;B1600532000000;Super Orquestra Arcoverdense De Ritmos Americanos;Sérgio Oliveira;Documentário;Aroma Filmes;PE;-;-;Inquieta Cinema Cultura e Comunicação;5;260;1.691,00;
2018;B1800212800000;Talvez Uma História De Amor;Rodrigo Spada Bernardo;Ficção;Chocolate Filmes;SP;-;-;Warner;169;37.296;557.308,00;
2018;B1800124400000;Teu Mundo Não Cabe Nos Meus Olhos;Paulo Nascimento;Ficção;Accorde Filmes;RS;Globo Filmes/Telecine/Maiomidia Comunicação;RJ/RJ/RJ;Downtown/Paris;111;14.881;240.191,00;
2018;B1800132900000;Tinta Bruta;Filipe Matzembacher/Marcio Reolon;Ficção;Avante Filmes;RS;Besouro Filmes;RS;Vitrine Filmes;43;8.290;64.353,00;
2018;B1800387000000;Todas As Canções De Amor;Joana Mariani;Ficção;Maya Filmes/Planetario Filmes;SP/RJ;-;-;Vitrine Filmes;65;27.703;390.797,00;
2018;B1700428100000;Todas As Razões Para Esquecer;Pedro Coutinho;Ficção;Paranoid Filmes;SP;Lagoa Filmes;SP;Bretz Filmes/Pagu Pictures;23;2.305;35.918,00;
2018;B1600746000000;Todo Clichê Do Amor;Rafael Primot;Ficção;Enkapothado Produções;SP;Muk Produções/Canal Brasil;SP/RJ;Muk Produções/Enkapothado;8;573;10.049,00;
2018;B1800029300000;Todos os Paulos do Mundo;Gustavo Ribeiro/Rodrigo de Oliveira;Documentário;Bananeira Filmes;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Vitrine Filmes;32;2.846;19.986,00;
2018;B1700532000000;Torquato Neto - Todas as Horas do Fim;Eduardo Ades/Marcus Fernando;Documentário;Imagem-Tempo;RJ;Girândola Produções;RJ;Vitrine Filmes;30;9.429;73.550,00;
2018;B1700025700000;Tropykaos;Daniel Lisboa;Ficção;Cavalo do Cão Filmes;BA;-;-;Pipa Produções;3;1.752;13.508,00;
2018;B1800410600000;Tudo Acaba Em Festa;Andre Alberto Pellenz;Ficção;Gullane;SP;Andre Alberto Pellenz;-;Paris;83;30.562;462.133,00;
2018;B1800285700000;Tudo Por Um Pop Star;Bruno Garotti;Ficção;Panorâmica;RJ;Globo Filmes/Telecine;RJ/RJ;Downtown/Paris;708;1.187.624;15.786.956,00;
2018;B1600483500000;Tudo É Irrelevante - Helio Jaguaribe;Ernesto Baldan/Izabel Jaguaribe;Documentário;Jaguar Produções Artísticas;RJ;Canal Brasil;RJ;Arthouse;5;221;2.341,00;
2018;B1800116000000;Tungstênio;Heitor Dhalia;Ficção;Paranoid Filmes;SP;Globo Filmes/Canal Brasil/Guel Produtora;RJ/RJ/RJ;Pagu Pictures;67;5.737;87.296,00;
2018;B1700462900000;Uma Espécie De Família;Diego Lerman;Ficção;Bossa Nova Films;SP;-;-;Pandora Filmes;16;3.566;50.056,00;
2018;B1800235900000;Uma Quase Dupla;Marcus Baldini;Ficção;Biônica Filmes/Paris Entretenimento;SP/SP;-;-;Downtown/Paris;460;644.126;9.156.570,00;
2018;B1700501700000;Unicórnio;Eduardo Nunes;Ficção;3 Tabela Filmes;RJ;Canal Brasil;RJ;Vitrine Filmes;40;6.798;53.690,44;
2018;B1800163200000;Vende-Se Esta Moto;Marcus Vinícius Faustini;Ficção;Cavideo Produções;RJ;-;-;Cavideo Produções;2;310;4.922,00;
2018;B1800091800000;Verão em Rildas;Daniel Caetano;Ficção;Duas Mariola Filmes;RJ;-;-;Dm Filmes;3;220;2.707,00;
2018;B1600725300000;Vinte Anos;Alice de Andrade;Documentário;Filmes do Serro;RJ;Canal Brasil;RJ;Arthouse;9;1.257;14.361,00;
2018;B1700424500000;Yonlu;Hique Montanari;Ficção;Container Filmes;RS;Prana Filmes/Jose Luiz Marques;RS/-;Lança Filmes;35;7.906;100.393,00;
2018;B1700480900000;Zama;Lucrécia Martel;Ficção;Bananeira Filmes;RJ;Telecine;RJ;Vitrine Filmes;27;10.411;142.427,57;
2019;B1800586000000;45 Dias Sem Você;Rafael Gomes;Ficção;Substância Filmes e Outras Misturas;SP;Lacuna Filmes/Polana Filmes;SP/SP;O2 Play;7;3.303;31.295,00;
2019;B1800516900000;A Cidade dos Piratas;Otto Guerra;Animação;Otto Desenhos Animados;RS;-;-;Lança Filmes;22;2.384;32.188,00;
2019;B1800358900000;A Família Submersa;María Alché;Ficção;Bubbles Project;RJ;-;-;Esfera Produções;14;2.538;38.427,00;
2019;B1900415900000;A Fera na Selva;Eliane Giardini/Lauro Escorel/Paulo Betti;Ficção;Prole de Adão Produção Artísticas;RJ;Batuta Filmes/Globo Filmes/Canal Brasil/O2 Filmes;SP/RJ/RJ/SP;O2 Play;5;3.106;41.232,00;
2019;B1900139400000;A História de um Sonho;Marcela Coelho/Ricardo Aidar;Documentário;Lep Filmes;SP;Canal Azul;SP;Elo Company;30;4.910;35.242,00;
2019;B1900148100000;A Irmandade;Juscelino Ribeiro;Documentário;Globo Filmes;RJ;Framme Produções/Juscelino Ribeiro;PI/PI;Lume Produções Cinematográficas;1;684;6.611,00;
2019;B1800089700000;A Mulher do meu Marido;Marcelo Santiago;Ficção;Filmes do Equador;RJ;Canal Brasil;RJ;Bretz Filmes;40;3.018;50.248,00;
2019;B1800423800000;A Música Do Tempo - Do Sonho Do Império Ao Império Do Sonho;João Velho;Documentário;Universidade Federal Fluminense;RJ;-;-;Espaço Filmes;6;317;5.222,00;
2019;B1900249100000;A Noite Amarela;Ramon Porto Mota;Ficção;Vermelho Profundo;PB;Narrativa;PB;Vitrine Filmes;17;1.824;13.055,00;
2019;B1800091200000;A Parte do Mundo que me Pertence;Marcos Pimentel;Documentário;Tempero Filmes;MG;-;-;Olhar Distribuição;8;571;6.299,00;
2019;B1800440300000;A Pedra da Serpente;Fernando Sanches;Ficção;Sinestesia Filmes;SP;-;-;Elo Company;26;507;4.346,00;
2019;B1900164100000;A Quarta Parede;Hudson Senna;Ficção;Labuta Filmes;SP;Escola de Atores Wolf Maya/Estúdio Tocha;SP/SP;Elo Company;23;1.455;12.327,00;
2019;B1700499100000;A Serpente;Jura Capela;Ficção;Jura Filmes;PE;Oceano Cinematográfico/Canal Brasil;RJ/RJ;Jura Filmes;2;527;5.591,00;
2019;B1700307900000;A Sombra do Pai;Gabriela Amaral Almeida;Ficção;Acere;SP;Gabriela Amaral Almeida;-;Pandora Filmes;30;2.921;43.260,00;
2019;B1800547100000;A Turma do Pererê.Doc;Ricardo Favilla;Documentário;Rio de Cinema;RJ;Cafeína Produções;RJ;O2 Play;15;473;4.351,78;
2019;B1900366600000;A Vida Invisível;Karim Aïnouz;Ficção;Camisa Treze Cultural;SP;Canal Brasil;RJ;Sony/Vitrine Filmes;119;136.419;2.310.810,24;
2019;B1700222300000;Abaixo a Gravidade;Edgard Navarro;Ficção;Edgard Navarro/Truque;BA/BA;-;-;Fênix Filmes;15;851;11.263,00;
2019;B1900198800000;Aconteceu Na Quarta-Feira (Doppelganger);Domingos de Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;-;-;Forte Filmes;1;130;2.451,00;
2019;B1900027100000;Ainda Temos a Imensidão da Noite;Gustavo Galvão;Ficção;400 Filmes;DF;Dezenove Som e Imagens;SP;Pandora Filmes;14;596;4.842,59;
2019;B1900034500000;Alaska;Pedro Novaes;Ficção;Panaceia Filmes;GO;Sertão Filmes/Mandra Filmes/TNL Rental;GO/GO/GO;Elo Company;22;2.143;17.500,00;
2019;B1900019800000;Albatroz;Daniel Augusto;Ficção;Loma Filmes;SP;Globo Filmes/Xanadu/Telecine;RJ/RJ/RJ;Paris;65;6.387;112.633,00;
2019;B1700332800000;Alex Camera 10;Cauê Serur Pereira;Documentário;Ace Movie;PR;-;-;Moro Comunicação;13;358;4.686,00;
2019;B1900314100000;Alma Imoral;Silvio Tendler;Documentário;Caliban Produções Cinematográficas;RJ;-;-;Elo Company;12;3.143;54.483,00;
2019;B1800459400000;Amazônia Groove;Bruno Murtinho;Documentário;Urca Filmes;RJ;Parioca Filmes/Bambu Filmes;PA/RJ;Pagu Pictures;12;1.483;23.661,00;
2019;B1800598100000;Amazônia, O Despertar da Florestania;Christiane Torloni/Miguel Przewodowski;Documentário;Christal;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Descoloniza Filmes;18;3.843;49.989,00;
2019;B1900347600000;Ambiente Familiar;Torquato Joel;Ficção;Extrato de Cinema;PB;-;-;Elo Company;24;728;6.111,00;
2019;B1700602000000;Antártica Por Um Ano;Julia Martins;Documentário;3 Tabela Filmes;RJ;Mise En Cine;RJ;E.H. Produções;7;484;7.712,00;
2019;B1700513900000;Antônio Um Dois Três;Leonardo Mouramateus;Ficção;Praia a Noite Produções Cinematográficas;CE;If You Hold A Stone;RJ;Olhar Distribuição;8;768;8.166,00;
2019;B1500843400000;Aspirantes;Ives Rosenfeld;Ficção;Crisis Produtivas;RJ;3T Filmes/Bubbles Project/Canal Brasil;RJ/RJ/RJ;Ciclorama Filmes;13;382;5.223,00;
2019;B1800141000000;Azougue Nazaré;Tiago Melo;Ficção;Lucinda/Urânio Filmes;PE/PE;-;-;Inquieta Cinema Cultura e Comunicação;21;4.881;41.260,00;
2019;B1700259900000;B.O.;Daniel Belmonte/Pedro Cadore;Ficção;Belmonte Produções Artísticas;RJ;Canal Brasil;RJ;Raccord Produções;9;786;11.535,00;
2019;B1900232600000;Bacurau;Juliano Dornelles/Kleber Mendonça Filho;Ficção;CinemaScópio;PE;Símio Filmes/Globo Filmes/Maiomidia Comunicação/Telecine/Canal Brasil;PE/RJ/RJ/RJ/RJ;Vitrine Filmes;247;741.900;11.368.008,05;
2019;B1900498800000;Bate Coração;Glauber Filho;Ficção;Estação Luz Filmes;CE;-;-;Downtown;87;5.864;94.671,00;
2019;B1500711400000;Beatriz;Alberto Graça;Ficção;Mpc Filmes;RJ;Telecine;RJ;Anagrama Filmes;10;1.217;16.103,00;
2019;B1700509000000;Bio;Carlos Gerbase;Ficção;Prana Filmes;RS;Bunker Studios;RS;Bretz Filmes;17;896;13.374,00;
2019;B1800213800000;Bixa Travesty;Claudia Priscilla/Kiko Goifman;Documentário;Válvula Produções;SP;Paleo TV/Canal Brasil;SP/RJ;Arteplex;22;9.532;62.740,16;
2019;B1600569700000;Borrasca;Francisco Garcia;Ficção;Kinoosfera Filmes;SP;-;-;Fênix Filmes/Tucumán;8;309;4.358,00;
2019;B1900057300000;Caminhos Magnéticos;Edgar Pêra;Ficção;Persona Non Grata Pictures;SP;-;-;Esfera Produções;3;92;1.082,00;
2019;B1900511300000;Carcereiros - O Filme;José Eduardo Belmonte;Ficção;Globo Filmes;RJ;-;-;Imagem;546;193.717;2.629.225,00;
2019;B1900017500000;Carta Para Além dos Muros;André Canto;Documentário;Canto Produções;SP;-;-;Descoloniza Filmes;13;3.898;45.935,00;
2019;B1800556100000;Chorar de Rir;Toniko Melo;Ficção;Coração da Selva;SP;Circular o Desejo Filmes/Toniko Melo;SP/-;Warner;239;82.715;1.250.625,00;
2019;B1800515000000;Chuva É Cantoria na Aldeia dos Mortos;Joa?o Salaviza/Rene?e Nader Messora;Ficção;Entre Filmes;MG;Material Bruto;SP;Embaúba Filmes;30;3.815;42.917,00;
2019;B1900048500000;Cinderela Pop;Bruno Garotti;Ficção;Panorâmica;RJ;-;-;Disney/Vitrine Filmes;465;476.786;6.435.263,00;
2019;B1800441300000;Cine Holliúdy 2 - A Chibata Sideral;Halder Gomes;Ficção;ATC Entretenimentos;CE;Glaz Entretenimento/Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ/RJ;Downtown;121;169.970;2.479.403,00;
2019;B1700435100000;Cine São Paulo;Felipe Tomazelli/Ricardo Martensen;Documentário;Trilha Midia;SP;-;-;Taturana;4;438;3.253,00;
2019;B1900179600000;De Peito Aberto;Graziela Mantoanelli;Documentário;Deusdará Filmes;SP;-;-;Pagu Pictures;22;1.153;18.398,00;
2019;B1900104200000;De Pernas Pro Ar 3;Júlia Rezende;Ficção;Morena Filmes;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;1.070;1.838.586;28.475.029,30;
2019;B1800135100000;Depois do Fim;Alvaro de Carvalho Neto;Documentário;Milímmetros;RS;-;-;Lança Filmes;2;584;6.202,00;
2019;B1800411600000;Deslembro;Flavia Castro;Ficção;Videofilmes;RJ;Flauk Filmes/Globo Filmes/Tacacá Filmes/Xanadu/Canal Brasil/Imovision/Telecine;RJ/RJ/RJ/RJ/RJ/SP/RJ;Imovision;30;16.500;250.186,00;
2019;B1700490400000;Diante Dos Meus Olhos;André Félix;Documentário;Pique-Bandeira Filmes;ES;André Félix/Clareia Produções/Murilo Sodre de Abreu;-/SP/ES;Pique-Bandeira Filmes;4;157;1.379,00;
2019;B1700596400000;Dias Vazios;Robney Bruno de Almeida;Ficção;Flo - Produção de Imagens;GO;-;-;Olhar Distribuição;21;1.456;16.511,00;
2019;B1900386800000;Divaldo – O Mensageiro da Paz;Clovis Mello;Ficção;Estação Luz Filmes;CE;Cine;SP;Disney;373;430.704;6.807.617,00;
2019;B1900232700000;Divino Amor;Gabriel Mascaro;Ficção;Desvia;PE;Globo Filmes/Xanadu/Canal Brasil;RJ/RJ/RJ;Vitrine Filmes;41;35.781;446.201,00;
2019;B1900357900000;Diz A Ela Que Me Viu Chorar;Maíra Bühler;Documentário;Klaxon Cultura Audiovisual;SP;África Filmes/Canal Brasil;SP/RJ;Vitrine Filmes;18;1.985;14.140,00;
2019;B1800504800000;Diários de Classe;Igor Souza/Maria Carolina da Silva;Documentário;Lanterninha Produções;BA;-;-;Elo Company;22;1.907;16.559,00;
2019;B1800502000000;Domingo;Clara Linhart/Fellipe Gamarano Barbosa;Ficção;Globo Filmes;RJ;Gamarosa/República Pureza Filmes/Canal Brasil/Maiomidia Comunicação;RJ/RJ/RJ/RJ;Arthouse;15;2.684;33.607,00;
2019;B1800115900000;El Hombre Que Cuida;Alejandro Andújar;Ficção;Tempero Filmes;MG;-;-;Esfera Produções;11;491;6.906,00;
2019;B1900442300000;Ela Disse, Ele Disse;Cláudia Castro;Ficção;Filmes do Equador;RJ;Globo Filmes/RSMTS Empreendimentos e Participações;RJ/RJ;Imagem;459;244.984;3.457.573,00;
2019;B1800421800000;Elegia de um Crime;Cristiano Burlan;Documentário;Bela Filmes;SP;Punta Colorada de Cinema;SP;Vitrine Filmes;12;876;7.343,00;
2019;B1800547000000;Eleições;Alice Riff;Documentário;Studio Riff;SP;Paideia Filmes;SP;Olhar Distribuição;14;2.675;22.088,00;
2019;B1900350700000;Espero Tua (Re)Volta;Eliza Capai;Documentário;TVa2 Produções;RJ;Globo Filmes;RJ;Taturana;8;2.834;19.738,00;
2019;B1900093600000;Estou me Guardando para Quando o Carnaval Chegar;Marcelo Gomes;Documentário;Rec Produtores Associados;PE;Carnaval Filmes/Misti Filmes;PE/SP;Vitrine Filmes;24;10.595;82.474,00;
2019;B1900448700000;Eu Sinto Muito;Cristiano Vieira;Ficção;STUD10 Filmes;DF;-;-;Elo Company;32;2.860;27.359,00;
2019;B1900233000000;Eu Sou Brasileiro;Alessandro Barros;Ficção;Globo Cine;SP;Paisagem Filmes;RJ;Elo Company;29;1.512;14.194,00;
2019;B1900019000000;Eu Sou Mais Eu;Pedro Amorim;Ficção;Damasco Filmes;SP;-;-;Imagem;534;126.718;1.704.761,00;
2019;B1800234700000;Fernando;Igor Angelkorte/Julia Ariani/Paula Vilela;Documentário;Filmes de Bolso;RJ;-;-;Olhar Distribuição;7;351;4.420,00;
2019;B1700598000000;Fevereiros;Marcio Debellian;Documentário;Debê Produções;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Arthouse;20;18.198;237.905,00;
2019;B1900612000000;Filhos do Pai Eterno;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;5;16;278,00;
2019;B1700541700000;Foro Íntimo;Ricardo Mehedff;Ficção;VFilmes;MG;Hungry Man;RJ;Embaúba Filmes;7;559;7.178,00;
2019;B1800335300000;Frans Krajcberg: Manifesto;Regina Jehá;Documentário;Lauper;SP;-;-;Lauper;8;1.715;17.690,00;
2019;B1402255700000;Galaxias;Fabiano Maciel;Documentário;República Pureza Filmes;RJ;Canal Brasil/Fogo Cerrado Imagens e Serviços;RJ/DF;Gávea Filmes e Produções;1;47;288,00;
2019;B1900172900000;Greta;Armando Praça;Ficção;Segredo Filmes;CE;Carnaval Filmes/Moçambique Audiovisual;PE/CE;Pandora Filmes;23;8.038;101.522,00;
2019;B1700571300000;Happy Hour;Eduardo Albergaria;Ficção;Urca Filmes;RJ;Telecine/Imovision;RJ/SP;Imovision;29;3.049;47.688,00;
2019;B1900398400000;Hebe - A Estrela do Brasil;Maurício Farias;Ficção;Loma Filmes;SP;Fox Film do Brasil/Globo Filmes/Xanadu;SP/RJ/RJ;Warner;380;117.058;1.986.774,00;
2019;B1800214000000;Histórias Estranhas;Claudio Ellovitch/Filipe Ferreira/Kapel Furman/Marcos DeBrito/Paulo Biscaia Filho/Ricardo Ghiorzi/Rodrigo Brandão/Taísa Ennes Marques;Ficção;Procine;RS;-;-;Elo Company;23;780;7.970,00;
2019;B1600660100000;Homem Livre;Alvaro Furloni;Ficção;Segunda-Feira Filmes;RJ;Vatapá Produções;RJ;Olhar Distribuição;13;1.411;14.378,00;
2019;B1800418000000;Horácio;Mathias Mangin;Ficção;Igloo Filmes;SP;-;-;O2 Play;17;1.211;17.273,00;
2019;B1800474200000;Humberto Mauro;André Di Mauro;Documentário;Dimauro Filmes;RJ;Canal Brasil;RJ;Dimauro Filmes;4;280;3.270,53;
2019;B1800362300000;Inezita;Hélio Goldsztejn;Documentário;TV Cultura;SP;-;-;Cultura;6;873;14.982,00;
2019;B1800168300000;Inferninho;Guto Parente/Pedro Diógenes;Ficção;Marrevolto;CE;Grupo Bagaceira de Teatro/Tardo Filmes;CE/CE;Embaúba Filmes;23;3.765;40.215,00;
2019;B1600625500000;Intruso;Paulo Fontenelle;Ficção;Canal Imaginário;RJ;-;-;Pipa Produções;12;4.123;33.932,00;
2019;B1900605200000;Jorge, o Padroeiro Guerreiro;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;5;44;741,00;
2019;B1900092000000;Jorginho Guinle - Só Se Vive Uma Vez;Otávio Escobar;Documentário;Prodigital;RJ;-;-;Pandora Filmes;4;966;17.397,00;
2019;B1600116700000;Jovens Infelizes Ou Um Homem Que Grita Não É Um Urso Que Dança;Thiago Mendonça;Ficção;Memória Viva;SP;-;-;Embaúba Filmes;1;238;2.344,00;
2019;B1900157600000;Kardec;Wagner de Assis;Ficção;Conspiração Filmes;RJ;-;-;Sony;500;749.256;11.849.901,00;
2019;B1800374500000;La Cama;Mónica Lairana;Ficção;3 Moinhos Produções;RJ;-;-;Livres Filmes;16;2.068;28.833,00;
2019;B1700028400000;Las Ineses;Pablo Jose Meza;Ficção;Cubo Filmes;RS;-;-;Okna Produções;10;897;10.802,00;
2019;B1800491800000;Legalidade;Zeca Brito;Ficção;Prana Filmes;RS;-;-;Boulevard Filmes;37;15.993;223.306,00;
2019;B1800152800000;Lembro Mais dos Corvos;Gustavo Vinagre;Documentário;Carneiro Verde Filmes;SP;-;-;Vitrine Filmes;22;1.996;12.121,00;
2019;B1600677900000;Leste Oeste;Rodrigo Souza Grota;Ficção;Kinopus;PR;-;-;Kinopus;11;366;4.729,46;
2019;B1900036000000;Liberdade É uma Grande Palavra;Guillermo Rocamora;Documentário;Primo Filmes;SP;-;-;Elo Company;1;61;587,00;
2019;B1800445500000;Los Silencios;Beatriz Seigner;Ficção;Miríade Filmes;SP;Enquadramento Produções/Canal Brasil;SP/RJ;Vitrine Filmes;24;10.076;138.401,00;
2019;B1800287700000;Luna;Cris Azzi;Ficção;Delícia Filmes;MG;-;-;Cineart Filmes;14;1.018;12.400,00;
2019;B1700170200000;Mal Nosso;Samuel Galli;Ficção;Kauzare Filmes;SP;-;-;O2 Play;17;2.333;40.570,00;
2019;B1800505900000;Marcia Haydée;Daniela Kallmann;Documentário;Indiana Produções;RJ;Buddhi Produções/Globo Filmes;RJ/RJ;Anagrama Filmes;18;1.420;23.681,00;
2019;B1900075800000;Maria do Caritó;João Paulo Jabur;Ficção;EH! Filmes;RJ;Globo Filmes/Xanadu/Arafoto;RJ/RJ/RJ;Imagem;226;40.922;639.161,00;
2019;B1900363600000;Marés;João Paulo Procópio;Ficção;Pavirada Filmes;DF;-;-;Elo Company;22;660;4.632,00;
2019;B1800603500000;Meu Amigo Fela;Joel Zito Araújo;Documentário;Casa de Criação Cinema;RJ;-;-;O2 Play;23;2.584;36.804,00;
2019;B1700479800000;Meu Mundial;Carlos Morelli;Ficção;Panda Filmes;RS;-;-;Bretz Filmes;14;415;6.388,00;
2019;B1800517200000;Meu Nome É Daniel;Daniel Gonçalves;Documentário;SeuFilme/TV Zero Cinema;RJ/RJ;-;-;Olhar Distribuição;21;1.429;14.589,00;
2019;B1900040000000;Milagre;Mauro Ventura;Documentário;Ivin Films;RJ;-;-;Ivin Films;11;1.189;21.474,00;
2019;B1700600100000;Minha Fama de Mau;Lui Farias;Ficção;LMC LaToller;RJ;Globo Filmes/Indiana Produções/Telecine;RJ/RJ/RJ;Downtown;212;110.857;1.794.357,00;
2019;B1900576900000;Minha Mãe É Uma Peça 3;Susana Garcia;Ficção;Migdal Filmes;RJ;Tribeca Produções/Globo Filmes/Telecine;RJ/RJ/RJ;Downtown/Paris;1.815;10.978.012;169.895.668,13;
2019;B1800204300000;Mormaço;Marina Meliande;Ficção;Duas Mariola Filmes;RJ;Enquadramento Produções;SP;Vitrine Filmes;17;2.959;35.123,00;
2019;B1800405900000;Morto Não Fala;Dennison Ramalho;Ficção;Casa de Cinema de Porto Alegre;RS;Globo Filmes/Canal Brasil/Guel Produtora;RJ/RJ/RJ;Pagu Pictures;80;26.574;420.760,00;
2019;B1900013000000;Muleque Té Doido! - Mais Doido Ainda;Erlanes Duarte;Ficção;Raça Ruim Filmes;MA;-;-;Raça Ruim Filmes;12;12.471;170.706,00;
2019;B1900063700000;Mussum, Um Filme do Cacildis;Susanna Lira;Documentário;Modo Operante Produções;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Elo Company;29;2.388;22.916,00;
2019;B1700411300000;Música Para Quando As Luzes Se Apagam;Ismael Caneppele;Documentário;Zeppelin Filmes;RS;Besouro Filmes;RS;Arthouse;1;35;590,00;
2019;B1900354300000;Nada a Perder 2;Alexandre Avancini;Ficção;Record Entretenimento;SP;-;-;Downtown/Paris;1.028;6.189.465;59.750.402,00;
2019;B1700610400000;Neville D'Almeida - Cronista da Beleza e do Caos;Mario Abbade;Documentário;Abbade Entretenimento;RJ;Cavideo Produções/Canal Brasil;RJ/RJ;Fênix Filmes/Tucumán;10;530;6.436,00;
