Listagem de Complexos de Exibição por Município e UF - 2019;;;;;;;
;;;;;;;
#;UF;Município;População*;Nome Complexo;Grupo ANCINE;Registro Ancine do Complexo;Número de Salas
292;PB;JOÃO PESSOA;809.015;Cinépolis Mangabeira;CINÉPOLIS;31527;5
293;PB;JOÃO PESSOA;809.015;Cinesercla Tambiá;EXIBIDORA NACIONAL;5893;6
294;PB;PATOS;107.605;Cine Guedes;INDEPENDENTE;23267;3
295;PB;REMÍGIO;19.621;Cine RT;INDEPENDENTE;20396;1
296;PB;SOLÂNEA;26.407;Cinemaxx da Serra;INDEPENDENTE;40974;1
297;PB;PATOS;107.605;Multicine Patos Shopping;MULTICINE;42277;4
298;PB;JOÃO PESSOA;809.015;Cine Banguê;INDEPENDENTE;32860;1
299;PE;CABO DE SANTO AGOSTINHO;207.048;Costa Dourada;INDEPENDENTE;19239;4
300;PE;CAMARAGIBE;157.828;Moviemax Camará;PMC;39378;5
301;PE;CARUARU;361.118;Centerplex Caruaru Shopping;CENTERPLEX;19291;4
302;PE;CARUARU;361.118;Planet Caruaru;PLANET CINEMAS;24297;4
303;PE;GARANHUNS;139.788;Moviemax Cine Eldorado;PMC;16399;2
304;PE;IGARASSU;117.019;Moviemax Igarassu;PMC;41398;3
305;PE;JABOATÃO DOS GUARARAPES;702.298;Cinépolis Shopping Guararapes;CINÉPOLIS;30155;12
306;PE;OLINDA;392.482;Cinépolis Shopping Patteo Olinda;CINÉPOLIS;39708;8
307;PE;PAULISTA;331.774;Cinesystem Paulista North Way Shopping;CINESYSTEM;33152;9
308;PE;PETROLINA;349.145;Orient River Shopping;ORIENT;1671;4
309;PE;RECIFE;1.645.727;Cinema da Fundação - Derby;FUNDAJ;6698;2
310;PE;RECIFE;1.645.727;Cinema do Museu do Homem do Nordeste;FUNDAJ;36182;1
311;PE;RECIFE;1.645.727;Cinema São Luiz;INDEPENDENTE;16644;1
312;PE;RECIFE;1.645.727;Cinemark Riomar Recife;CINEMARK;24763;12
313;PE;RECIFE;1.645.727;KINOPLEXMultiplex Boa Vista;KINOPLEX;6634;6
314;PE;RECIFE;1.645.727;Moviemax Cine Rosa e Silva;PMC;26188;4
315;PE;RECIFE;1.645.727;UCI Kinoplex Delux Shopping Recife;UCI RIBEIRO;27585;4
316;PE;RECIFE;1.645.727;UCI Kinoplex Plaza Casa Forte Shopping;UCI RIBEIRO;14658;5
317;PE;RECIFE;1.645.727;UCI Kinoplex Recife Shopping;UCI RIBEIRO;2613;10
318;PE;RECIFE;1.645.727;UCI Kinoplex Shopping Tacaruna;UCI RIBEIRO;2614;10
319;PE;SÃO LOURENÇO DA MATA;113.230;Moviemax Cine Royal;PMC;16400;1
320;PE;TRIUNFO;15.254;Theatro Cinema Guarany;INDEPENDENTE;38167;1
321;PE;CARPINA;83.641;Centerplex Carpina;CENTERPLEX;42700;3
322;PE;VITÓRIA DE SANTO ANTÃO;138.757;Grupocine Vitória de Santo Antão;GRUPO CINE;44280;4
323;PI;PARNAÍBA;153.078;Multicine Parnaíba Shopping;MULTICINE;30738;4
324;PI;PICOS;78.222;Multicine Piauí Shopping;MULTICINE;40529;4
325;PI;TERESINA;864.845;Cinemas Teresina (Teresina Shopping);INDEPENDENTE;6595;7
326;PI;TERESINA;864.845;Cinépolis Rio Poty;CINÉPOLIS;30352;12
327;PI;FLORIANO;59.935;Multicine Floriano;MULTICINE;42243;4
328;PI;PICOS;78.222;Cine Picos;INDEPENDENTE;44202;3
329;PR;APUCARANA;134.996;Cine XV Apucarana;CINE XV;28645;2
330;PR;ARAPONGAS;123.027;Cine Gracher Arapongas;GRACHER;35875;3
331;PR;CAMPO LARGO;132.002;Cineplus Campo Largo;CINEPLUS;12896;2
332;PR;CAMPO MOURÃO;94.859;Cinemaxs;INDEPENDENTE;19491;1
333;PR;CAMPO MOURÃO;94.859;Cinemaxs Paraná Família;INDEPENDENTE;40853;2
334;PR;CASCAVEL;328.454;Arcoplex Cascavel;ARCOPLEX;24042;4
335;PR;CASCAVEL;328.454;Cine West Side;INDEPENDENTE;14883;3
336;PR;CASTRO;71.484;Cineplus Castro;CINEPLUS;21049;2
337;PR;CIANORTE;82.620;Cine Teatro Cianorte;INDEPENDENTE;19526;1
338;PR;COLOMBO;243.726;Chainça Cine Uniplex Colombo;UNIPLEX;36217;2
339;PR;CURITIBA;1.933.105;Cine Guarani;VIAPIANA;21633;1
340;PR;CURITIBA;1.933.105;Cinemark Barigui;CINEMARK;2529;8
341;PR;CURITIBA;1.933.105;Cinemark Mueller;CINEMARK;2527;8
342;PR;CURITIBA;1.933.105;Cineplex Batel;INDEPENDENTE;12036;4
343;PR;CURITIBA;1.933.105;Cineplus Água Verde;CINEPLUS;12894;2
344;PR;CURITIBA;1.933.105;Cineplus Jardim das Américas;CINEPLUS;12542;6
345;PR;CURITIBA;1.933.105;Cineplus Xaxim;CINEPLUS;15674;4
346;PR;CURITIBA;1.933.105;Cinépolis Pátio Batel;CINÉPOLIS;25191;8
347;PR;CURITIBA;1.933.105;Cinesystem Batel - Shopping Curitiba;CINESYSTEM;41699;6
348;PR;CURITIBA;1.933.105;Cinesystem Shopping Cidade;CINESYSTEM;41696;5
349;PR;CURITIBA;1.933.105;Cinesystem Shopping Ventura;CINESYSTEM;41697;5
350;PR;CURITIBA;1.933.105;Espaço Itaú de Cinema - Curitiba;ESPAÇO;2888;5
351;PR;CURITIBA;1.933.105;IMAX Palladium (Dom Bosco);INDEPENDENTE;17556;1
352;PR;CURITIBA;1.933.105;UCI Estação;UCI;2623;10
353;PR;CURITIBA;1.933.105;UCI Palladium;UCI;15486;8
354;PR;FAZENDA RIO GRANDE;100.209;Cineplus Fazenda Rio Grande;CINEPLUS;36184;2
355;PR;FOZ DO IGUAÇU;258.532;Cine Cataratas;INDEPENDENTE;15566;4
356;PR;FOZ DO IGUAÇU;258.532;Cinemark Shopping Catuaí Palladium;CINEMARK;33653;6
357;PR;FRANCISCO BELTRÃO;91.093;Cinemax Cinemas Francisco Beltrão;INDEPENDENTE;41000;3
358;PR;GUARAPUAVA;181.504;Cine Quinze;CINE XV;39450;4
359;PR;IRATI;60.727;Cinema.com;INDEPENDENTE;37229;1
360;PR;IVAIPORÃ;31.984;Cine Ivaiporã;INDEPENDENTE;19674;1
361;PR;JAGUARIAÍVA;34.857;Cine Teatro Municipal Valeria Luercy;INDEPENDENTE;23541;1
362;PR;LONDRINA;569.733;ARAÚJO Multiplex Catuaí;ARAÚJO;3079;7
363;PR;LONDRINA;569.733;Cineflix Londrina ;CINEFLIX;32667;5
364;PR;LONDRINA;569.733;Cinemark Boulevard Londrina;CINEMARK;24767;7
365;PR;LONDRINA;569.733;Cinesystem Londrina Norte Shopping;CINESYSTEM;22548;6
366;PR;LONDRINA;569.733;Lumière Royal Plaza Shopping;LUMIÈRE;37201;5
367;PR;MARINGÁ;423.666;ARAÚJO Cines Avenida;ARAÚJO;4379;4
368;PR;MARINGÁ;423.666;ARAÚJO Multiplex Catuaí Maringá;ARAÚJO;18126;5
369;PR;MARINGÁ;423.666;Cineflix Maringá Park;CINEFLIX;16682;5
370;PR;MEDIANEIRA;46.198;Cine Sul;INDEPENDENTE;38752;2
371;PR;PARANAGUÁ;154.936;Cinesystem Paranaguá;CINESYSTEM;41698;2
372;PR;PARANAVAÍ;88.374;Cineaston Cinemas;INDEPENDENTE;16210;2
373;PR;PATO BRANCO;82.881;Cine Gracher Pato Branco;GRACHER;34894;3
374;PR;PATO BRANCO;82.881;Cine Max Pato Branco;CINE MAX;34950;3
375;PR;PONTA GROSSA;351.736;ARAÚJO Multiplex Palladium;ARAÚJO;3102;4
376;PR;PONTA GROSSA;351.736;Lumière Shopping Total;LUMIÈRE;37202;5
377;PR;PRUDENTÓPOLIS;52.241;Cinema.com Prudentópolis;INDEPENDENTE;41536;1
378;PR;SANTO ANTÔNIO DA PLATINA;45.993;Cinema Caffe;INDEPENDENTE;22413;1
379;PR;SÃO JOSÉ DOS PINHAIS;323.340;Cinemark Shopping São Jose;CINEMARK;30609;5
380;PR;TOLEDO;140.635;Cine Panambi;INDEPENDENTE;14636;2
381;PR;UMUARAMA;111.557;Cine Vip Umuarama;INDEPENDENTE;19476;1
382;PR;CURITIBA;1.933.105;Cinépolis Jockey Plaza Shopping;CINÉPOLIS;43384;8
383;PR;CURITIBA;1.933.105;Cine Passeio;INDEPENDENTE;41519;2
384;PR;MARINGÁ;423.666;Cineflix Shopping Cidade Maringá;CINEFLIX;41987;4
385;PR;TELÊMACO BORBA;78.974;Cine Sul Telemarco;REDECINE SUL;41686;2
386;PR;PARANAGUÁ;154.936;Cinemas Uniplex Paranaguá;UNIPLEX;44957;4
387;PR;PIRAQUARA;113.036;Cine Mundi;INDEPENDENTE;44337;1
388;RJ;ANGRA DOS REIS;203.785;Cine Show Angra dos Reis;CINESHOW;20914;4
389;RJ;ARARUAMA;132.400;Cinemagic Araruama;CINEMAGIC;18329;2
390;RJ;BARRA DO PIRAÍ;100.374;Cine Show Barra do Piraí;CINESHOW;20984;2
391;RJ;BARRA MANSA;184.412;Cine Show Barra Mansa;CINESHOW;35083;2
392;RJ;BOM JESUS DO ITABAPOANA;37.096;Cinemais Bom Jesus;INDEPENDENTE;14394;1
393;RJ;CABO FRIO;219.863;ARAÚJO Multiplex Park Lagos;ARAÚJO;27345;6
394;RJ;CABO FRIO;219.863;Cinemaxx Unapark Shopping;CINEMAGIC;34616;2
395;RJ;CAMPOS DOS GOYTACAZES;507.548;ARAÚJO Multiplex Boulevard;ARAÚJO;18910;5
396;RJ;CAMPOS DOS GOYTACAZES;507.548;KINOPLEXAvenida;KINOPLEX;24770;5
397;RJ;DUQUE DE CAXIAS;919.596;ARAÚJO Cine Duque;ARAÚJO;14685;8
398;RJ;ITABORAÍ;240.592;Cinesystem Itaboraí Plaza Shopping;CINESYSTEM;31708;5
399;RJ;ITAGUAÍ;133.019;Cinesercla PátioMix Itaguaí;ADICINE;18367;4
400;RJ;ITAPERUNA;103.224;Cinemaxx Glória;CINEMAXX;19509;1
401;RJ;NILÓPOLIS;162.485;Cinesercla Nilópolis;ADICINE;14061;3
402;RJ;NITERÓI;513.584;Cine Arte UFF;INDEPENDENTE;6708;1
403;RJ;NITERÓI;513.584;Cinemark Plaza Shopping Niterói;CINEMARK;2543;8
404;RJ;NITERÓI;513.584;KINOPLEXCinema Bay Market;KINOPLEX;2419;4
405;RJ;NITERÓI;513.584;Planet Niterói;PLANET CINEMAS;38804;6
406;RJ;NITERÓI;513.584;Reserva Cultural De Cinema (Caminho Niemeyer - MAC);RESERVA;33994;5
407;RJ;NOVA FRIBURGO;190.631;Cine Show Nova Friburgo;CINESHOW;13329;3
408;RJ;NOVA FRIBURGO;190.631;Cine Show Nova Friburgo Cadima;CINESHOW;26147;3
409;RJ;NOVA IGUAÇU;821.128;KINOPLEXShopping Nova Iguaçu;KINOPLEX;33119;7
410;RJ;NOVA IGUAÇU;821.128;KINOPLEXTopShopping;KINOPLEX;2387;6
411;RJ;PARACAMBI;52.257;Cinemaxx Imperial;CINEMAXX;18716;1
412;RJ;PETRÓPOLIS;306.191;Cine Bauhaus;INDEPENDENTE;6706;2
413;RJ;PETRÓPOLIS;306.191;Cine Itaipava;INDEPENDENTE;15799;1
414;RJ;PETRÓPOLIS;306.191;Cinemaxx Mercado Estação;INDEPENDENTE;S/REG;3
415;RJ;PETRÓPOLIS;306.191;Cinemaxx Top Cine Hiper Shopping ABC;INDEPENDENTE;2729;2
416;RJ;RESENDE;131.341;Cine A Resende;CINE A;33011;4
417;RJ;RESENDE;131.341;Cine Show Resende (salas 1 e 2);CINESHOW;6644;2
418;RJ;RESENDE;131.341;Cine Show Resende (salas 3 e 4);CINESHOW;28018;2
419;RJ;RIO DAS OSTRAS;150.674;Cinemagic Rio das Ostras;CINEMAGIC;23054;3
420;RJ;RIO DE JANEIRO;6.718.903;ARAÚJO Multiplex Jardim Guadalupe;ARAÚJO;20404;5
421;RJ;RIO DE JANEIRO;6.718.903;Centro Cultural Luis Severiano Ribeiro - Odeon;KINOPLEX;30136;1
422;RJ;RIO DE JANEIRO;6.718.903;Cine Barra Point;CASAL CINE;39233;2
423;RJ;RIO DE JANEIRO;6.718.903;Cine Cândido Mendes;CASAL CINE;25604;1
424;RJ;RIO DE JANEIRO;6.718.903;Cine Museu da República;CASAL CINE;27402;1
425;RJ;RIO DE JANEIRO;6.718.903;Cine Santa;CASAL CINE;14201;1
426;RJ;RIO DE JANEIRO;6.718.903;Cine Star Laura Alvim;INDEPENDENTE;23878;3
427;RJ;RIO DE JANEIRO;6.718.903;Cinemark Botafogo;CINEMARK;2541;6
428;RJ;RIO DE JANEIRO;6.718.903;Cinemark Carioca Shopping;CINEMARK;2525;6
429;RJ;RIO DE JANEIRO;6.718.903;Cinemark Center Shopping;CINEMARK;31558;4
430;RJ;RIO DE JANEIRO;6.718.903;Cinemark Downtown;CINEMARK;899;12
431;RJ;RIO DE JANEIRO;6.718.903;Cinemark Metropolitano Barra;CINEMARK;27386;7
432;RJ;RIO DE JANEIRO;6.718.903;Cinemark Village Mall;CINEMARK;22951;4
433;RJ;RIO DE JANEIRO;6.718.903;Cinépolis Lagoon;CINÉPOLIS;17814;6
434;RJ;RIO DE JANEIRO;6.718.903;Cinesystem Américas Shopping;CINESYSTEM;28834;9
435;RJ;RIO DE JANEIRO;6.718.903;Cinesystem Bangu Shopping;CINESYSTEM;13236;6
436;RJ;RIO DE JANEIRO;6.718.903;Cinesystem Ilha Plaza Shopping;CINESYSTEM;16645;4
437;RJ;RIO DE JANEIRO;6.718.903;Cinesystem Parque Shopping Sulacap;CINESYSTEM;28835;9
438;RJ;RIO DE JANEIRO;6.718.903;Cinesystem Recreio Shopping;CINESYSTEM;6691;5
439;RJ;RIO DE JANEIRO;6.718.903;Cinesystem Shopping Via Brasil;CINESYSTEM;18721;6
440;RJ;RIO DE JANEIRO;6.718.903;Espaço Itaú de Cinema - Botafogo;ESPAÇO;21325;6
441;RJ;RIO DE JANEIRO;6.718.903;Estação Net Botafogo;ESTAÇÃO;6713;3
442;RJ;RIO DE JANEIRO;6.718.903;Estação Net Gávea;ESTAÇÃO;13608;5
443;RJ;RIO DE JANEIRO;6.718.903;Estação Net Ipanema;ESTAÇÃO;6612;2
444;RJ;RIO DE JANEIRO;6.718.903;Estação Net Rio;ESTAÇÃO;5126;5
445;RJ;RIO DE JANEIRO;6.718.903;KINOPLEX Leblon;KINOPLEX;11752;4
446;RJ;RIO DE JANEIRO;6.718.903;KINOPLEX Rio Sul;KINOPLEX;2390;6
447;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXBoulevard Rio (Iguatemi);KINOPLEX;2425;7
448;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXCineCarioca Meier (Imperator);KINOPLEX;22589;3
449;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXCinema Roxy;KINOPLEX;2400;3
450;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXFashion Mall;KINOPLEX;13482;4
451;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXMadureira;KINOPLEX;2389;5
452;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXNova América;KINOPLEX;2426;7
453;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXSão Luiz;KINOPLEX;2392;4
454;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXTijuca;KINOPLEX;13416;6
455;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXVia Parque;KINOPLEX;13454;6
456;RJ;RIO DE JANEIRO;6.718.903;KINOPLEXWest Shopping;KINOPLEX;17366;5
457;RJ;RIO DE JANEIRO;6.718.903;Ponto Cine;INDEPENDENTE;6580;1
458;RJ;RIO DE JANEIRO;6.718.903;UCI Kinoplex Norte Shopping;UCI RIBEIRO;12748;10
459;RJ;RIO DE JANEIRO;6.718.903;UCI New York City Center;UCI;2620;18
460;RJ;RIO DE JANEIRO;6.718.903;UCI Parkshopping Campo Grande;UCI;23929;7
461;RJ;RIO DE JANEIRO;6.718.903;Vilacine Cine Joia;VILACINE;18500;1
462;RJ;SÃO GONÇALO;1.084.839;Cinépolis São Gonçalo Shopping;CINÉPOLIS;30088;8
463;RJ;SÃO JOÃO DE MERITI;472.406;KINOPLEXGrande Rio;KINOPLEX;2424;6
464;RJ;TERESÓPOLIS;182.594;Cine Show Teresópolis;CINESHOW;21219;3
465;RJ;TRÊS RIOS;81.804;Cine Show Três Rios;CINESHOW;24771;3
466;RJ;VALENÇA;76.523;Cine Glória Valença;INDEPENDENTE;16616;2
467;RJ;VASSOURAS;36.896;Cinemaxx Casario Shopping;CINEMAXX;18050;1
468;RJ;VOLTA REDONDA;273.012;ARAÚJO Multiplex Volta Redonda;ARAÚJO;41384;6
469;RJ;VOLTA REDONDA;273.012;Cine 9 de Abril;INDEPENDENTE;14326;1
470;RJ;VOLTA REDONDA;273.012;Cine Show Volta Redonda;CINESHOW;6743;4
471;RJ;VOLTA REDONDA;273.012;Cine Gacemss;INDEPENDENTE;14348;1
472;RJ;RIO DE JANEIRO;6.718.903;Cinépolis Rio Design Barra;CINÉPOLIS;41410;4
473;RJ;SAQUAREMA;89.170;Cinemagic Bacaxa;CINEMAGIC;44760;2
474;RJ;SÃO GONÇALO;1.084.839;Cinemark São Gonçalo;CINEMARK;42886;6
475;RJ;MACAÉ;256.672;Cine Show Macaé;CINESHOW;43572;5
476;RJ;ARMAÇÃO DOS BÚZIOS;40.532;Gran Cine Bardot;INDEPENDENTE;15662;1
477;RN;MOSSORÓ;297.378;Multicine Partage Shopping Mossoró;MULTICINE;17881;5
478;RN;NATAL;884.122;Cinemark Midway Mall Natal;CINEMARK;5565;7
479;RN;NATAL;884.122;Cinépolis Natal Shopping;CINÉPOLIS;25822;6
480;RN;NATAL;884.122;Cinépolis Partage Norte Shopping Natal;CINÉPOLIS;25194;6
481;RN;NATAL;884.122;Moviecom Praia Shopping;MOVIECOM SÃO PAULO;2894;7
482;RO;CACOAL;85.359;Cine Art Cacoal Shopping;INDEPENDENTE;37071;3
483;RO;PORTO VELHO;529.544;ARAÚJO Cine Porto Velho;ARAÚJO;14826;6
484;RO;PORTO VELHO;529.544;Cine Veneza;INDEPENDENTE;13705;1
485;RO;ROLIM DE MOURA;55.058;Cine Columbia Rolim de Moura;CINE COLUMBIA/MILANI;14928;1
486;RO;VILHENA;99.854;Cine Laser Vilhena;LASER;19466;2
487;RO;ROLIM DE MOURA;55.058;Cine Laser Rolim de Moura;INDEPENDENTE;44417;2
488;RO;JI-PARANÁ;128.969;Cine Milani;CINE COLUMBIA/MILANI;14931;2
489;RO;JI-PARANÁ;128.969;Cine Laser Ji-Paraná;INDEPENDENTE;44416;4
490;RO;ARIQUEMES;107.863;Cine Laser Ariquemes;INDEPENDENTE;44415;3
491;RR;BOA VISTA;399.213;ARAÚJO Multiplex Pátio Roraima;ARAÚJO;29179;5
492;RR;BOA VISTA;399.213;Cine Super K;INDEPENDENTE;28676;6
493;RR;BOA VISTA;399.213;Cinemark Boa Vista;INDEPENDENTE;31904;4
494;RS;BAGÉ;121.143;Cine 7;INDEPENDENTE;14790;1
495;RS;BENTO GONÇALVES;120.454;Cine Marcopolo;MOVIE ARTE;32792;3
496;RS;BENTO GONÇALVES;120.454;Movie L'América Shopping;MOVIE ARTE;18040;2
497;RS;CACHOEIRA DO SUL;82.201;Cine Via Sete - Cachoeira do Sul;MAHMUD;6690;2
498;RS;CACHOEIRINHA;130.293;Arcoplex Shopping do Vale;ARCOPLEX;24041;4
499;RS;CANOAS;346.616;Cinemark Canoas;CINEMARK;903;7
500;RS;CANOAS;346.616;UCI Park Shopping Canoas;UCI;38245;7
501;RS;CAPÃO DA CANOA;53.049;Cine + Arte Capão da Canoa;CINE + ARTE;36025;1
502;RS;CAXIAS DO SUL;510.906;Cinépolis San Pelegrino;CINÉPOLIS;19864;6
503;RS;CAXIAS DO SUL;510.906;GNC Caxias do Sul;GNC;3053;6
504;RS;CRUZ ALTA;60.299;Cult Cinemas Cruz Alta;INDEPENDENTE;38512;2
505;RS;ERECHIM;105.862;Movie Master Sonda;MOVIE ARTE;14252;1
506;RS;GRAMADO;36.232;Cinema de Gramado (Cine Embaixador);INDEPENDENTE;15086;1
507;RS;GRAVATAÍ;281.519;Arcoplex Shopping Gravataí;ARCOPLEX;34183;5
508;RS;IJUÍ;83.475;Cult Cinemas Ijuí;INDEPENDENTE;41665;1
509;RS;LAJEADO;84.014;Arcoplex Lajeado;ARCOPLEX;24051;4
510;RS;MONTENEGRO;65.264;Cine + Arte Tanópolis;CINE + ARTE;32157;1
511;RS;NOVA PRATA;27.257;Movie Arte Nova Prata;MOVIE ARTE;37102;1
512;RS;PALMEIRA DAS MISSÕES;33.303;Cine Globo Palmeira Das Missões;CINE GLOBO;28672;1
513;RS;PASSO FUNDO;203.275;Arcoplex Bella Citta;ARCOPLEX;24039;2
514;RS;PASSO FUNDO;203.275;Centerplex Passo Fundo;CENTERPLEX;38164;2
515;RS;PELOTAS;342.405;Cine Arte Pelotas;INDEPENDENTE;28265;4
516;RS;PELOTAS;342.405;Cineflix Shopping Pelotas;CINEFLIX;24304;5
517;RS;PORTO ALEGRE;1.483.771;Arcoplex Boulevard;ARCOPLEX;24064;2
518;RS;PORTO ALEGRE;1.483.771;Arcoplex Rua da Praia Shopping;ARCOPLEX;24058;2
519;RS;PORTO ALEGRE;1.483.771;Cine Bancários;INDEPENDENTE;14823;1
520;RS;PORTO ALEGRE;1.483.771;Cineflix Shopping Total;CINEFLIX;6669;5
521;RS;PORTO ALEGRE;1.483.771;Cinemark Barra Sul;CINEMARK;14884;8
522;RS;PORTO ALEGRE;1.483.771;Cinemark Bourbon Ipiranga;CINEMARK;901;6
523;RS;PORTO ALEGRE;1.483.771;Cinemateca Capitólio;INDEPENDENTE;36918;1
524;RS;PORTO ALEGRE;1.483.771;Cinemateca Paulo Amorim (Sala Eduardo Hirtz, Sala Norberto Lubisco e Sala Paulo Amorim);INDEPENDENTE;6750;3
525;RS;PORTO ALEGRE;1.483.771;Cinépolis JP Porto Alegre;CINÉPOLIS;38323;4
526;RS;PORTO ALEGRE;1.483.771;Espaço Itaú de Cinema - Porto Alegre;ESPAÇO;2738;8
527;RS;PORTO ALEGRE;1.483.771;GNC Iguatemi;GNC;14730;6
528;RS;PORTO ALEGRE;1.483.771;GNC Lindóia;GNC;3067;2
529;RS;PORTO ALEGRE;1.483.771;GNC Moinhos;GNC;3057;4
530;RS;PORTO ALEGRE;1.483.771;GNC Praia de Belas;GNC;2972;6
531;RS;PORTO ALEGRE;1.483.771;Guion Center Cinemas;INDEPENDENTE;6683;3
532;RS;RIO GRANDE;211.005;Cine Dunas - Cassino;INDEPENDENTE;15053;1
533;RS;RIO GRANDE;211.005;Cinesystem Praça Rio Grande Shopping;CINESYSTEM;27507;4
534;RS;SANTA CRUZ DO SUL;130.416;Cine Santa Cruz;INDEPENDENTE;31896;2
535;RS;SANTA CRUZ DO SUL;130.416;Cine Via Sete Santa Cruz do Sul;MAHMUD;23879;2
536;RS;SANTA MARIA;282.123;Arcoplex Royal Plaza;ARCOPLEX;24060;4
537;RS;SANTA MARIA;282.123;Cinépolis Santa Maria;CINÉPOLIS;37222;5
538;RS;SANTIAGO;49.425;Maxicine;INDEPENDENTE;27313;1
539;RS;SANTO ÂNGELO;77.593;Cine Cisne;INDEPENDENTE;6753;3
540;RS;SÃO LUIZ GONZAGA;33.468;Cine Lux;INDEPENDENTE;20868;1
541;RS;TORRES;38.732;Cine Torres;INDEPENDENTE;27198;2
542;RS;TRÊS PASSOS;23.906;Cine Globo Três Passos;CINE GLOBO;20980;1
543;RS;FREDERICO WESTPHALEN;31.313;Cine Globo Frederico;CINE GLOBO;43524;1
544;RS;CAPÃO DA CANOA;53.049;Cine + Arte Capão da Canoa Shopping;INDEPENDENTE;43525;1
545;RS;PASSO FUNDO;203.275;Cine Laser Passo Fundo;INDEPENDENTE;43960;5
546;RS;URUGUAIANA;126.970;Cine Prime;INDEPENDENTE;43979;3
547;RS;SÃO LEOPOLDO;236.835;Cinesystem São Leopoldo;CINESYSTEM;41702;5
548;RS;NOVO HAMBURGO;246.748;Cinemark Novo Hamburgo;CINEMARK;42884;5
549;RS;PORTO ALEGRE;1.483.771;Cinemark Porto Alegre Bourbon Shopping Wallig;CINEMARK;42883;8
550;SC;ARARANGUÁ;68.228;Arcoplex Araranguá;ARCOPLEX;31752;2
551;SC;BALNEÁRIO CAMBORIÚ;142.295;Arcoplex Atlântico;ARCOPLEX;24038;2
552;SC;BALNEÁRIO CAMBORIÚ;142.295;GNC Balneário Camboriú;GNC;13237;8
553;SC;BLUMENAU;357.199;Arcoplex Park Europeu;ARCOPLEX;24053;5
554;SC;BLUMENAU;357.199;Cinépolis Norte Shopping;CINÉPOLIS;19068;7
555;SC;BLUMENAU;357.199;GNC Neumarkt Blumenau;GNC;2971;5
556;SC;BRUSQUE;134.723;Cine Gracher Havan Brusque;GRACHER;26111;3
557;SC;BRUSQUE;134.723;Cine Gracher Shopping;GRACHER;6687;3
558;SC;CAÇADOR;78.595;Cine Lúmine Caçador;LÚMINE;39278;1
559;SC;CAMPOS NOVOS;36.244;Lúmine Campos Novos;LÚMINE;41815;1
560;SC;CANOINHAS;54.401;Cine Max Canoinhas;CINE MAX;35104;1
561;SC;CHAPECÓ;220.367;Arcoplex Pátio Chapecó;ARCOPLEX;24054;4
562;SC;CRICIÚMA;215.186;Arcoplex Criciúma;ARCOPLEX;24045;2
563;SC;CRICIÚMA;215.186;Arcoplex Della Giustina;ARCOPLEX;24047;2
564;SC;CRICIÚMA;215.186;GNC Criciúma (Cinema Nações Shopping);GNC;32640;6
565;SC;CURITIBANOS;39.745;Cine Lúmine Curitibanos;LÚMINE;39277;1
566;SC;FLORIANÓPOLIS;500.973;Cine Multi;INDEPENDENTE;39003;1
567;SC;FLORIANÓPOLIS;500.973;Cine Show Beiramar;CINESHOW;37456;5
568;SC;FLORIANÓPOLIS;500.973;Cinemark Floripa Shopping;CINEMARK;12977;7
569;SC;FLORIANÓPOLIS;500.973;Paradigma Cine Arte;INDEPENDENTE;16818;1
570;SC;FRAIBURGO;36.443;Grupo Cine Fraiburgo;INDEPENDENTE;30765;1
571;SC;INDAIAL;69.425;Cine Gracher Indaial;GRACHER;39283;4
572;SC;ITAJAÍ;219.536;Arcoplex Itajaí;ARCOPLEX;24049;4
573;SC;JARAGUÁ DO SUL;177.697;Arcoplex Jaraguá;ARCOPLEX;24050;5
574;SC;JOAÇABA;30.118;Cine Gracher Joaçaba;GRACHER;40234;3
575;SC;JOINVILLE;590.466;Chainça Cine Uniplex Joinville;UNIPLEX;37723;2
576;SC;JOINVILLE;590.466;GNC Garten;GNC;16870;6
577;SC;JOINVILLE;590.466;GNC Mueller;GNC;3052;3
578;SC;LAGES;157.544;Arcoplex Marrocos;ARCOPLEX;24052;1
579;SC;LAGES;157.544;Cinemark Lages;CINEMARK;30567;4
580;SC;MAFRA;56.292;Cineplus Emacite Mafra;INDEPENDENTE;34890;1
581;SC;OTACÍLIO COSTA;18.744;Poly Vídeo Cinema e Locadora;INDEPENDENTE;27207;1
582;SC;PALHOÇA;171.797;Arcoplex Via Catarina;ARCOPLEX;24062;4
583;SC;PORTO BELO;21.388;Cine Gracher Porto Belo;GRACHER;40771;4
584;SC;PORTO UNIÃO;35.398;Cine Gracher Havan Porto União;GRACHER;30780;3
585;SC;SÃO BENTO DO SUL;84.507;Cine Gracher São Bento;GRACHER;41056;4
586;SC;SÃO JOSÉ;246.586;Arcoplex Itaguaçu;ARCOPLEX;24048;5
587;SC;SÃO JOSÉ;246.586;Cinépolis Continente Shopping;CINÉPOLIS;22648;8
