Listagem de Complexos de Exibição por Município e UF - 2019;;;;;;;
;;;;;;;
#;UF;Município;População*;Nome Complexo;Grupo ANCINE;Registro Ancine do Complexo;Número de Salas
588;SC;SÃO MIGUEL DO OESTE;40.482;Cine Peperi;INDEPENDENTE;17833;1
589;SC;TUBARÃO;105.686;Cine Show Tubarão;CINESHOW;33771;4
590;SC;ITAJAÍ;219.536;Cine Laser Itajaí;LASER;42427;2
591;SC;FLORIANÓPOLIS;500.973;Cinesystem Iguatemi FLN;CINESYSTEM;41695;7
592;SC;CONCÓRDIA;74.641;Grupocine Concórdia;GRUPO CINE;44282;1
593;SC;VIDEIRA;53.065;Grupocine Videira;GRUPO CINE;44284;2
594;SC;RIO DO SUL;71.061;Grupocine Rio do Sul;GRUPO CINE;44286;2
595;SE;ARACAJU;657.013;Cinema Vitória;INDEPENDENTE;23328;1
596;SE;ARACAJU;657.013;Cinemark Riomar;CINEMARK;15415;7
597;SE;ARACAJU;657.013;Cinemark Shopping Jardins;CINEMARK;2530;9
598;SE;NOSSA SENHORA DA GLÓRIA;36.924;Mobi Cine Avelan Shopping;MOBICINE;33066;2
599;SE;NOSSA SENHORA DO SOCORRO;183.628;Cinesercla Shopping Prêmio;EXIBIDORA NACIONAL;23478;4
600;SE;PROPRIÁ;29.626;Cine Veneza;INDEPENDENTE;43183;1
601;SE;ITABAIANA;95.427;Cine Laser Itabaiana;INDEPENDENTE;44324;4
602;SP;AMPARO;72.195;AGA Amparo Cine Duplex;AGA;6584;2
603;SP;ARAÇATUBA;197.016;ARAÚJO Cine Araçatuba;ARAÚJO;3111;3
604;SP;ARAÇATUBA;197.016;Cineflix Shopping Praça Nova Araçatuba;CINEFLIX;31153;5
605;SP;ARARAQUARA;236.072;Cine Center Lupo;INDEPENDENTE;39363;3
606;SP;ARARAQUARA;236.072;Moviecom Jaraguá;MOVIECOM BOTUCATU;2922;5
607;SP;ARARAS;134.236;Cine A Araras;CINE A;24551;3
608;SP;ASSIS;104.386;Chainça Cine Uniplex Assis;UNIPLEX;24637;1
609;SP;ATIBAIA;142.761;Centerplex Cine Atibaia;CENTERPLEX;2843;2
610;SP;AVARÉ;90.655;Uniplex Avaré;UNIPLEX;39179;2
611;SP;BARIRI;35.264;Cine Belluzzo;INDEPENDENTE;14795;1
612;SP;BARRETOS;122.098;Centerplex North Shopping Barretos;CENTERPLEX;18414;3
613;SP;BARUERI;274.182;Cinemark Shopping Tambore;CINEMARK;900;9
614;SP;BARUERI;274.182;Cinépolis Iguatemi Alphaville;CINÉPOLIS;18655;9
615;SP;BARUERI;274.182;Cinépolis Parque Barueri;CINÉPOLIS;21881;9
616;SP;BATATAIS;62.508;Cine Batatais;INDEPENDENTE;16871;1
617;SP;BAURU;376.818;ARAÚJO Multiplex Bauru Shopping;ARAÚJO;5883;5
618;SP;BAURU;376.818;Cine'N Fun - Alameda Quality Center;INDEPENDENTE;32877;3
619;SP;BAURU;376.818;Cinépolis Nações Bauru;CINÉPOLIS;25196;6
620;SP;BEBEDOURO;77.496;Cine Pop Bebedouro;INDEPENDENTE;22592;1
621;SP;BOITUVA;60.997;Cine Boituva;INDEPENDENTE;34180;2
622;SP;BOTUCATU;146.497;ARAÚJO Multiplex Boulevard Botucatu;ARAÚJO;33423;3
623;SP;BOTUCATU;146.497;Cineflix Shopping Botucatu;CINEFLIX;26587;5
624;SP;BRAGANÇA PAULISTA;168.668;Cine A Bragança Paulista (Parque Mall);CINE A;32481;3
625;SP;BRAGANÇA PAULISTA;168.668;Cinemark Bragança Garden Shopping;CINEMARK;34704;4
626;SP;BROTAS;24.403;Cine São José - Brotas;INDEPENDENTE;15122;1
627;SP;CAMPINAS;1.204.073;ARAÚJO Multiplex Parque Das Bandeiras;ARAÚJO;24150;6
628;SP;CAMPINAS;1.204.073;Cinemark Campinas Iguatemi;CINEMARK;2538;11
629;SP;CAMPINAS;1.204.073;Cinépolis Campinas Shopping;CINÉPOLIS;30090;10
630;SP;CAMPINAS;1.204.073;KINOPLEXDom Pedro;KINOPLEX;2404;15
631;SP;CAMPINAS;1.204.073;Moviecom Unimart;MOVIECOM SÃO PAULO;5573;6
632;SP;CAMPINAS;1.204.073;Top Cineplex Campinas;TOP CINEPLEX;31303;4
633;SP;CAPIVARI;55.768;Cine Vera Cruz;CENTERPLEX;15647;2
634;SP;CARAGUATATUBA;121.532;Centerplex Serramar Parque Shopping;CENTERPLEX;20413;4
635;SP;CARAPICUÍBA;400.927;Cinépolis Plaza Shopping Carapicuíba;CINÉPOLIS;33905;5
636;SP;CATANDUVA;121.862;Lumière Garden Catanduva Shopping;INDEPENDENTE;17707;3
637;SP;CESÁRIO LANGE;18.148;Cinemac Cine São José;INDEPENDENTE;15270;1
638;SP;COSMÓPOLIS;72.252;Cinemania;INDEPENDENTE;39424;1
639;SP;COTIA;249.210;Cineflix The Square Granja Vianna;CINEFLIX;31743;6
640;SP;COTIA;249.210;Cinemark Shopping Granja Vianna;CINEMARK;18206;5
641;SP;CRUZEIRO;82.238;Cine Cruzeiro;INDEPENDENTE;19449;1
642;SP;DIADEMA;423.884;Centerplex Diadema;CENTERPLEX;41783;4
643;SP;DIADEMA;423.884;PlayArte Praça Da Moça;PLAYARTE;16354;7
644;SP;ESPÍRITO SANTO DO PINHAL;44.330;Cine A Espírito Santo do Pinhal;CINE A;16611;1
645;SP;FRANCA;353.187;Moviecom Franca Shopping;MOVIECOM BOTUCATU;17420;4
646;SP;GUARAREMA;29.798;Centerplex Cine Guararema;CENTERPLEX;33850;1
647;SP;GUARATINGUETÁ;121.798;Cinemais Guaratinguetá;CINEMAIS;23843;5
648;SP;GUARUJÁ;320.459;Cine 3 - Ferry Boat's Plaza;INDEPENDENTE;6684;3
649;SP;GUARULHOS;1.379.182;Cinemark Internacional Shopping Guarulhos;CINEMARK;24764;15
650;SP;GUARULHOS;1.379.182;Cinépolis Parque Shopping Maia;CINÉPOLIS;29707;11
651;SP;GUARULHOS;1.379.182;CIRCUITOGuarulhos;CIRCUITO;15569;6
652;SP;GUARULHOS;1.379.182;Xmovie Pátio Guarulhos;MOVIECOM SÃO PAULO;25924;4
653;SP;ILHA SOLTEIRA;26.686;Star Cine Ilha Solteira;INDEPENDENTE;26087;1
654;SP;INDAIATUBA;251.627;Topázio Cinemas Polo Shopping;TOPÁZIO;19182;5
655;SP;INDAIATUBA;251.627;Topázio Cinemas Shopping Jaraguá;TOPÁZIO;6742;4
656;SP;ITANHAÉM;101.816;Cinemar;INDEPENDENTE;16227;2
657;SP;ITAPEVA;94.354;Chainça Cine Uniplex Itapeva;UNIPLEX;2450;1
658;SP;ITAPEVI;237.700;Centerplex Itapevi Center;CENTERPLEX;37000;3
659;SP;ITAPIRA;74.773;Cine A Itapira;CINE A;24550;2
660;SP;ITAQUAQUECETUBA;370.821;Cinépolis Itaqua Garden;CINÉPOLIS;35751;5
661;SP;ITAQUAQUECETUBA;370.821;Moviecom Pateo Itaquá;MOVIECOM SÃO PAULO;27281;5
662;SP;ITATIBA;120.858;ARAÚJO Multiplex Itatiba Mall;TOTALCINE;34799;3
663;SP;ITATIBA;120.858;Top Cineplex Itatiba (Cine Millenium);TOP CINEPLEX;6592;2
664;SP;ITU;173.939;ARAÚJO Cines Plaza Shopping - Itu;ARAÚJO;3104;3
665;SP;JABOTICABAL;77.263;Chainça Cine Uniplex Jaboticabal;UNIPLEX;24636;1
666;SP;JACAREÍ;233.662;Cinemark Jacareí;INDEPENDENTE;6664;5
667;SP;JALES;49.107;Cine Jales;INDEPENDENTE;19919;1
668;SP;JAÚ;150.252;Moviecom Shopping Jaú;MOVIECOM BOTUCATU;2907;2
669;SP;JUNDIAÍ;418.962;Cinépolis Jundiaí Shopping;CINÉPOLIS;22674;10
670;SP;JUNDIAÍ;418.962;Moviecom Maxi;MOVIECOM BOTUCATU;2913;7
671;SP;JUNDIAÍ;418.962;Sala Cult Paineiras Center;INDEPENDENTE;44522;1
672;SP;LEME;103.391;Cine Avenida;INDEPENDENTE;17854;2
673;SP;LIMEIRA;306.114;Arcoplex Pátio Limeira;ARCOPLEX;24043;5
674;SP;LIMEIRA;306.114;Centerplex Shopping Center Limeira;CENTERPLEX;27816;5
675;SP;LIMEIRA;306.114;Circuito Cinemas Limeira;CIRCUITO;34307;4
676;SP;LINS;78.013;Chainça Cine Uniplex Lins;UNIPLEX;17441;1
677;SP;LORENA;88.706;Cinemais Lorena;CINEMAIS;31517;4
678;SP;MARÍLIA;238.882;Cine Esmeralda / Cine Movieboxse7;INDEPENDENTE;19370;3
679;SP;MARÍLIA;238.882;Cinépolis Marília Shopping;CINÉPOLIS;30096;5
680;SP;MATÃO;83.170;Cine Teatro Matão;INDEPENDENTE;6697;2
681;SP;MAUÁ;472.912;ARAÚJO Multiplex Plaza Shopping - Mauá;ARAÚJO;4376;8
682;SP;MOCOCA;68.885;Cine Mococa;INDEPENDENTE;6736;1
683;SP;MOGI DAS CRUZES;445.842;Cinemark Mogi das Cruzes;CINEMARK;31561;7
684;SP;MOGI GUAÇU;151.888;Cineflix Buriti Shopping Mogi Guaçu;CINEFLIX;24537;5
685;SP;MONTE ALTO;50.498;Cine-Teatro Municipal “Dr. Antonio Mazza”;INDEPENDENTE;6624;1
686;SP;OSASCO;698.418;Cinemark Osasco;CINEMARK;16978;10
687;SP;OSASCO;698.418;Cinesercla Osasco Plaza;LB CINEMAS;22216;4
688;SP;OSASCO;698.418;KINOPLEXOsasco;KINOPLEX;27853;7
689;SP;OSVALDO CRUZ;32.879;Cine São José ;INDEPENDENTE;S/REG;1
690;SP;OURINHOS;113.542;Chainça Cine Uniplex Ourinhos;UNIPLEX;2443;2
691;SP;PAULÍNIA;109.424;Top Cineplex Paulínia;TOP CINEPLEX;19399;2
692;SP;PEDERNEIRAS;46.687;Cine Sétima Arte;INDEPENDENTE;30626;1
693;SP;PENÁPOLIS;63.407;CIRCUITOPenápolis;CIRCUITO;31541;4
694;SP;PIRACICABA;404.142;ARAÚJO Cines Shopping Piracicaba;ARAÚJO;2781;7
695;SP;PIRAJU;29.806;Cinemax Piraju;INDEPENDENTE;19650;1
696;SP;PIRASSUNUNGA;76.409;Chainça Cine Uniplex Pirassununga;UNIPLEX;32132;2
697;SP;PORTO FELIZ;53.098;CIRCUITOPorto Feliz;CIRCUITO;27876;2
698;SP;PRESIDENTE EPITÁCIO;44.200;Cine Company;INDEPENDENTE;18127;1
699;SP;PRESIDENTE PRUDENTE;228.743;Arcoplex Parque Shopping Prudente;ARCOPLEX;24044;3
700;SP;PRESIDENTE PRUDENTE;228.743;Moviecom Prudenshopping;MOVIECOM BOTUCATU;2915;4
701;SP;RIBEIRÃO PRETO;703.293;Cinemark Novo Shopping;CINEMARK;2539;9
702;SP;RIBEIRÃO PRETO;703.293;Cinépolis Iguatemi Ribeirão Preto;CINÉPOLIS;25198;6
703;SP;RIBEIRÃO PRETO;703.293;Cinépolis Santa Úrsula;CINÉPOLIS;17267;8
704;SP;RIBEIRÃO PRETO;703.293;UCI Ribeirão;UCI;2618;11
705;SP;RIO CLARO;206.424;Arcoplex Rio Claro;ARCOPLEX;24057;5
706;SP;SANTA BÁRBARA D'OESTE;193.475;ARAÚJO Multiplex Vic Center Santa Bárbara;TOTALCINE;37911;4
707;SP;SANTA BÁRBARA D'OESTE;193.475;Moviecom Tivoli;MOVIECOM BOTUCATU;2917;4
708;SP;SANTA CRUZ DO RIO PARDO;47.673;Cine São Pedro;INDEPENDENTE;14784;1
709;SP;SANTO ANDRÉ;718.773;Cinemark Atrium;CINEMARK;27398;7
710;SP;SANTO ANDRÉ;718.773;Cinemark Grand Plaza Shopping;CINEMARK;896;10
711;SP;SANTO ANDRÉ;718.773;PlayArte ABC;PLAYARTE;2853;5
712;SP;SANTOS;433.311;Cinearte Posto 4;INDEPENDENTE;37109;1
713;SP;SANTOS;433.311;Cinemark Praiamar Shopping;CINEMARK;906;10
714;SP;SANTOS;433.311;Roxy 4 Iporanga;ROXY;22897;4
715;SP;SANTOS;433.311;Roxy 5 Gonzaga;ROXY;30600;5
716;SP;SÃO BERNARDO DO CAMPO;838.936;Cinemark Extra Anchieta;CINEMARK;2537;9
717;SP;SÃO BERNARDO DO CAMPO;838.936;Cinemark Golden Square;CINEMARK;26041;5
718;SP;SÃO BERNARDO DO CAMPO;838.936;Cinépolis São Bernardo Plaza;CINÉPOLIS;25190;8
719;SP;SÃO BERNARDO DO CAMPO;838.936;PlayArte Metrópole;PLAYARTE;2857;9
720;SP;SÃO CAETANO DO SUL;161.127;Cinemark Parkshopping São Caetano;CINEMARK;20449;7
721;SP;SÃO CARLOS;251.983;ARAÚJO Cines Iguatemi;ARAÚJO;4374;3
722;SP;SÃO CARLOS;251.983;Cine São Carlos;INDEPENDENTE;15374;2
723;SP;SÃO JOÃO DA BOA VISTA;91.211;Cine A São João da Boa Vista;CINE A;39368;2
724;SP;SÃO JOSÉ DO RIO PARDO;54.946;Cine A São José do Rio Pardo;CINE A;15834;1
725;SP;SÃO JOSÉ DO RIO PRETO;460.671;ARAÚJO Multiplex Rio Preto Shopping;ARAÚJO;3137;5
726;SP;SÃO JOSÉ DO RIO PRETO;460.671;ARAÚJO Multiplex Rio Preto Shopping Vip;ARAÚJO;13357;2
727;SP;SÃO JOSÉ DO RIO PRETO;460.671;Centerplex Cidade Norte;CENTERPLEX;22580;3
728;SP;SÃO JOSÉ DO RIO PRETO;460.671;Cinépolis Iguatemi São José do Rio Preto;CINÉPOLIS;26825;7
729;SP;SÃO JOSÉ DO RIO PRETO;460.671;Cinépolis Plaza Avenida SJRP;CINÉPOLIS;30093;7
730;SP;SÃO JOSÉ DOS CAMPOS;721.944;Cinemark Center Vale;CINEMARK;2526;6
731;SP;SÃO JOSÉ DOS CAMPOS;721.944;Cinemark Colinas Shopping;CINEMARK;2531;8
732;SP;SÃO JOSÉ DOS CAMPOS;721.944;Kinoplex Vale Sul;CSR/UCI RIBEIRO;15264;6
733;SP;SÃO PAULO;12.252.023;ARAÚJO Multiplex Campo Limpo;ARAÚJO;6395;5
734;SP;SÃO PAULO;12.252.023;Biblioteca Roberto Santos;SPCINE;32364;1
735;SP;SÃO PAULO;12.252.023;Centerplex Shopping Center Lapa;CENTERPLEX;2842;3
736;SP;SÃO PAULO;12.252.023;Centro Cultural São Paulo;SPCINE;32396;2
737;SP;SÃO PAULO;12.252.023;Centro De Formação Cultural de Cidade Tiradentes;SPCINE;32362;1
738;SP;SÃO PAULO;12.252.023;CEU Aricanduva;SPCINE;32366;1
739;SP;SÃO PAULO;12.252.023;CEU Butantã;SPCINE;32368;1
740;SP;SÃO PAULO;12.252.023;CEU Caminho do Mar;SPCINE;32370;1
741;SP;SÃO PAULO;12.252.023;CEU Feitiço da Vila;SPCINE;32372;1
742;SP;SÃO PAULO;12.252.023;CEU Jacanã;SPCINE;32374;1
743;SP;SÃO PAULO;12.252.023;CEU Jambreiro;SPCINE;32376;1
744;SP;SÃO PAULO;12.252.023;CEU Meninos;SPCINE;32378;1
745;SP;SÃO PAULO;12.252.023;CEU Parque Veredas;SPCINE;32380;1
746;SP;SÃO PAULO;12.252.023;CEU Paz;SPCINE;32382;1
747;SP;SÃO PAULO;12.252.023;CEU Perus;SPCINE;32384;1
748;SP;SÃO PAULO;12.252.023;CEU Quinta do Sol;SPCINE;32386;1
749;SP;SÃO PAULO;12.252.023;CEU São Rafael;SPCINE;32388;1
750;SP;SÃO PAULO;12.252.023;CEU Três Lagos;SPCINE;32390;1
751;SP;SÃO PAULO;12.252.023;CEU Vila Atlântica;SPCINE;32392;1
752;SP;SÃO PAULO;12.252.023;CEU Vila do Sol;SPCINE;32394;1
753;SP;SÃO PAULO;12.252.023;Cine Caixa Belas Artes;INDEPENDENTE;26953;6
754;SP;SÃO PAULO;12.252.023;Cine Itaim Paulista;INDEPENDENTE;33275;3
755;SP;SÃO PAULO;12.252.023;Cine Livraria Cultura (CineArte);ESPAÇO;6585;2
756;SP;SÃO PAULO;12.252.023;Cine Olido (Galeria Olido);SPCINE;32398;1
757;SP;SÃO PAULO;12.252.023;Cine Segall;INDEPENDENTE;27882;1
758;SP;SÃO PAULO;12.252.023;Cineflix Cantareira Norte Shopping;CINEFLIX;32844;5
759;SP;SÃO PAULO;12.252.023;Cinemark Aricanduva;CINEMARK;897;13
760;SP;SÃO PAULO;12.252.023;Cinemark Boulevard Tatuapé;CINEMARK;12974;5
761;SP;SÃO PAULO;12.252.023;Cinemark Center Norte;CINEMARK;2528;5
762;SP;SÃO PAULO;12.252.023;Cinemark Central Plaza;CINEMARK;902;10
763;SP;SÃO PAULO;12.252.023;Cinemark Cidade Jardim;CINEMARK;14628;7
764;SP;SÃO PAULO;12.252.023;Cinemark Cidade São Paulo;CINEMARK;30581;6
765;SP;SÃO PAULO;12.252.023;Cinemark Eldorado;CINEMARK;11840;9
766;SP;SÃO PAULO;12.252.023;Cinemark Interlagos;CINEMARK;2533;10
767;SP;SÃO PAULO;12.252.023;Cinemark Lar Center;CINEMARK;30596;3
768;SP;SÃO PAULO;12.252.023;Cinemark Market Place;CINEMARK;908;8
769;SP;SÃO PAULO;12.252.023;Cinemark Metrô Santa Cruz;CINEMARK;2524;9
770;SP;SÃO PAULO;12.252.023;Cinemark Metrô Tatuapé;CINEMARK;895;8
771;SP;SÃO PAULO;12.252.023;Cinemark Metrô Tucuruvi;CINEMARK;25602;6
772;SP;SÃO PAULO;12.252.023;Cinemark Mooca Plaza Shopping;CINEMARK;20598;6
773;SP;SÃO PAULO;12.252.023;Cinemark Pátio Higienópolis;CINEMARK;2536;6
774;SP;SÃO PAULO;12.252.023;Cinemark Pátio Paulista;CINEMARK;15598;7
775;SP;SÃO PAULO;12.252.023;Cinemark Raposo Shopping;CINEMARK;20591;7
776;SP;SÃO PAULO;12.252.023;Cinemark Shopping D;CINEMARK;907;10
777;SP;SÃO PAULO;12.252.023;Cinemark Shopping Iguatemi SP;CINEMARK;40182;6
778;SP;SÃO PAULO;12.252.023;Cinemark SP Market;CINEMARK;898;11
779;SP;SÃO PAULO;12.252.023;Cinemark Tietê Plaza Shopping;CINEMARK;30582;7
780;SP;SÃO PAULO;12.252.023;Cinemark Villa Lobos;CINEMARK;2540;7
781;SP;SÃO PAULO;12.252.023;Cinemark West Plaza;CINEMARK;36652;7
782;SP;SÃO PAULO;12.252.023;Cinépolis JK Iguatemi;CINÉPOLIS;21667;8
783;SP;SÃO PAULO;12.252.023;Cinépolis Mais Shopping;CINÉPOLIS;17949;8
784;SP;SÃO PAULO;12.252.023;Cinépolis Metrô Itaquera;CINÉPOLIS;30012;8
785;SP;SÃO PAULO;12.252.023;CineSala;ESPAÇO;2744;1
786;SP;SÃO PAULO;12.252.023;Cinesystem Morumbi Town Shopping;CINESYSTEM;34941;9
787;SP;SÃO PAULO;12.252.023;Espaço Itaú de Cinema - Augusta;ESPAÇO;31112;5
788;SP;SÃO PAULO;12.252.023;Espaço Itaú de Cinema - Frei Caneca;ESPAÇO;6636;9
789;SP;SÃO PAULO;12.252.023;KINOPLEXItaim;KINOPLEX;2391;6
790;SP;SÃO PAULO;12.252.023;KINOPLEXVila Olimpia;KINOPLEX;17204;7
791;SP;SÃO PAULO;12.252.023;Moviecom Boa Vista;MOVIECOM BOTUCATU;4846;5
792;SP;SÃO PAULO;12.252.023;Moviecom Penha;MOVIECOM BOTUCATU;2919;6
793;SP;SÃO PAULO;12.252.023;PlayArte Bristol ;PLAYARTE;2851;5
794;SP;SÃO PAULO;12.252.023;PlayArte Complexo Cinematográfico Marabá;PLAYARTE;40652;5
795;SP;SÃO PAULO;12.252.023;PlayArte Paulista Splendor;PLAYARTE;2854;2
796;SP;SÃO PAULO;12.252.023;Reserva Cultural De Cinema;RESERVA;6665;4
797;SP;SÃO PAULO;12.252.023;UCI Anália Franco;UCI;2622;9
798;SP;SÃO PAULO;12.252.023;UCI Jardim Sul;UCI;2621;9
799;SP;SÃO PAULO;12.252.023;UCI Santana Parque Shopping;UCI;14653;8
800;SP;SÃO PEDRO;35.653;Cine Teatro São Pedro;INDEPENDENTE;18873;1
801;SP;SÃO ROQUE;91.016;Cine Center São Roque;INDEPENDENTE;14829;2
802;SP;SÃO VICENTE;365.798;Roxy 6 Brisamar;ROXY;37348;6
803;SP;SERTÃOZINHO;125.815;Starcine Sertãozinho;INDEPENDENTE;14528;2
804;SP;SOCORRO;41.005;Cine Cavaliere Orlandi;INDEPENDENTE;15010;2
805;SP;SOROCABA;679.378;ARAÚJO Multiplex Pátio Cianê;ARAÚJO;24149;6
806;SP;SOROCABA;679.378;ARAÚJO Multiplex Shopping Cidade;ARAÚJO;24148;6
807;SP;SOROCABA;679.378;Cineplay Sorocaba;CINEPLAY;16380;8
808;SP;SUZANO;297.637;Centerplex Suzano Shopping;CENTERPLEX;2873;5
809;SP;TABOÃO DA SERRA;289.664;ARAÚJO Multiplex Shopping Taboão;ARAÚJO;4378;5
810;SP;TAQUARITINGA;57.177;Cinemec Taquaritinga;INDEPENDENTE;37751;1
811;SP;TATUÍ;121.766;Cinemac Cine Santa Helena;CINEMAC;15178;2
812;SP;TAUBATÉ;314.924;Cinemark Via Vale Taubaté;CINEMARK;24766;6
813;SP;TAUBATÉ;314.924;Moviecom Taubaté Shopping;MOVIECOM BOTUCATU;25231;5
814;SP;TUPÃ;65.524;Meqe Cine;INDEPENDENTE;17294;1
815;SP;UBATUBA;90.799;Cine Porto;INDEPENDENTE;2352;1
816;SP;VOTORANTIM;122.480;Cinépolis Iguatemi Esplanada;CINÉPOLIS;25199;10
817;SP;VOTUPORANGA;94.547;Cine Votuporanga;INDEPENDENTE;40997;1
818;SP;SUMARÉ;282.441;Redecine Sumaré;CINEFLIX;44547;5
819;SP;VÁRZEA PAULISTA;121.838;Grupocine Várzea Paulista;GRUPO CINE;44291;4
820;SP;SÃO PAULO;12.252.023;PlayArte Complexo Cinematográfico Ibirapuera;PLAYARTE;39189;6
821;SP;FRANCO DA ROCHA;154.489;Cine Estação;INDEPENDENTE;42659;3
822;SP;SALTO;118.663;Moviplex Cinemas - Salto/SP;INDEPENDENTE;42904;1
823;SP;CAMPINAS;1.204.073;Cinépolis Galleria Campinas;CINÉPOLIS;43208;5
824;SP;SÃO PAULO;12.252.023;Kinoplex Parque da Cidade;KINOPLEX;43321;6
825;SP;OURINHOS;113.542;Cinépolis Ourinhos;CINÉPOLIS;43431;4
826;SP;SÃO JOSÉ DOS CAMPOS;721.944;Cinépolis Jardim Oriente;CINÉPOLIS;43717;7
827;SP;GUARUJÁ;320.459;Grupocine Guarujá;GRUPO CINE;44283;3
828;SP;SÃO PAULO;12.252.023;Cinépolis Jardim Pamplona;CINÉPOLIS;44537;5
829;SP;LENÇOIS PAULISTA;68.432;Cine Sul Lençóis Paulista;INDEPENDENTE;44708;2
830;SP;ITÁPOLIS;43.120;Cinemec Itapolis;INDEPENDENTE;44776;1
831;SP;SANTOS;433.311;Cineflix Santos;INDEPENDENTE;44838;4
832;SP;MOGI GUAÇU;151.888;2140 Cinemark Boulevard Shopping Mogi Guaçu;CINEMARK;44889;4
833;SP;SANTA ISABEL;57.386;Grupocine Santa Isabel;GRUPO CINE;44277;2
834;SP;ANDRADINA;57.157;Grupocine Andradina;GRUPO CINE;44285;4
835;SP;SOROCABA;679.378;Cineplay Panorâmico;CINEPLAY;44322;8
836;SP;SÃO PAULO;12.252.023;PlayArte Complexo Cinematográfico Plaza Sul;PLAYARTE;41344;6
837;SP;HORTOLÂNDIA;230.851;Cinesystem Redecine Hortolândia;CINESYSTEM;41703;5
838;SP;PRAIA GRANDE;325.073;Cinesystem Litoral Plaza;CINESYSTEM;41704;6
839;SP;SÃO PAULO;12.252.023;Espaço Itaú de Cinema - Pompéia;ESPAÇO;42213;11
840;SP;PINDAMONHANGABA;168.328;Redecine Pindamonhangaba;INDEPENDENTE;43782;4
841;SP;VALINHOS;129.193;Grupocine Valinhos;GRUPO CINE;44278;3
842;SP;CAJAMAR;76.801;Grupocine Cajamar;GRUPO CINE;44279;3
843;SP;FERNANDÓPOLIS;69.116;Grupocine Fernandópolis;GRUPO CINE;44281;2
844;SP;ITAPECERICA DA SERRA;175.693;Grupocine Itapecerica Matriz;GRUPO CINE;44290;4
845;SP;ITAPETININGA;163.901;Grupocine Itapetininga;GRUPO CINE;44287;5
846;SP;CUBATÃO;130.705;Roxy Cubatão;ROXY;44955;2
847;SP;ADAMANTINA;35.068;Cine Hos;INDEPENDENTE;22208;1
848;TO;ARAGUAÍNA;180.470;Mobi Cine Top Cine Araguaína;MOBICINE;17629;4
849;TO;GURUPI;86.647;Mobi Cine Gurupi;MOBICINE;34401;3
850;TO;PALMAS;299.127;Cine Cultura / Sinhozinho;INDEPENDENTE;18803;1
851;TO;PALMAS;299.127;Cinemark Capim Dourado;CINEMARK;19102;6
852;TO;PALMAS;299.127;Lumière Palmas Shopping;LUMIÈRE;37200;5
;;;;;;;
* Os dados são referentes às Estimativas de População publicadas pelo Instituto Brasileiro de Geografia e Estatística (IBGE) que apresentam estimativas populacionais anuais de população para os municípios e para as Unidades da Federação brasileiros, com data de referência em 1º de julho de cada ano. Disponível em https://www.ibge.gov.br/estatisticas-novoportal/sociais/populacao/9103-estimativas-de-populacao.html?=&t=o-que-e;;;;;;;
Fontes: Sistema de Registro – ANCINE, Sistema de Acompanhamento da Distribuição em Salas de Exibição (SADIS), Sistema de Controle de Bilheteria (SCB), Instituto Brasileiro de Geografia e Estatística (IBGE), Filme B e outras fontes secundárias.;;;;;;;
Elaboração: Coordenação de Edição e Publicação de Conteúdo - CEC/SAM/ANCINE. Publicado em 10/07/2020. Republicado em 30/09/2020.;;;;;;;
