Listagem de Complexos de Exibição por Município e UF - 2017;;;;;;;
;;;;;;;
#;UF;Município;População*;Nome Complexo ;Grupo ANCINE;Registro Ancine do Complexo;Número de Salas
588;SP;CUBATÃO;128.748;Roxy 3 Parque Anilinas;ROXY;30132;2
589;SP;DIADEMA;417.869;PlayArte Praça Da Moça;PLAYARTE;16354;7
590;SP;ESPÍRITO SANTO DO PINHAL;44.170;Cine A Espírito Santo do Pinhal;CINE A;16611;1
591;SP;FERNANDÓPOLIS;68.670;Grupo Cine Fernandópolis;GRUPO CINE;27730;2
592;SP;FRANCA;347.237;Moviecom Franca Shopping;MOVIECOM BOTUCATU;17420;4
593;SP;GUARAREMA;28.978;Centerplex Cine Guararema;CENTERPLEX;33850;1
594;SP;GUARATINGUETÁ;120.417;Cinemais Guaratinguetá;CINEMAIS;23843;5
595;SP;GUARUJÁ;315.563;Cine 3 - Ferry Boat's Plaza;INDEPENDENTE;6684;3
596;SP;GUARUJÁ;315.563;Grupo Cine Guarujá;GRUPO CINE;17179;3
597;SP;GUARULHOS;1.349.113;Cinemark Internacional Shopping Guarulhos;CINEMARK;24764;15
598;SP;GUARULHOS;1.349.113;Cinépolis Parque Shopping Maia;CINÉPOLIS;29707;11
599;SP;GUARULHOS;1.349.113;CIRCUITOGuarulhos;CIRCUITO;15569;6
600;SP;GUARULHOS;1.349.113;Xmovie Pátio Guarulhos;MOVIECOM SÃO PAULO;25924;4
601;SP;HORTOLÂNDIA;222.186;Cinesystem Shopping Hortolândia;CINESYSTEM;21814;5
602;SP;IBITINGA;58.715;Cinemec Ibitinga;INDEPENDENTE;37934;1
603;SP;ILHA SOLTEIRA;26.540;Star Cine Ilha Solteira;INDEPENDENTE;26087;1
604;SP;INDAIATUBA;239.602;Topázio Cinemas Polo Shopping;TOPÁZIO;19182;5
605;SP;INDAIATUBA;239.602;Topázio Cinemas Shopping Jaraguá;TOPÁZIO;6742;4
606;SP;ITANHAÉM;98.629;Cinemar;INDEPENDENTE;16227;2
607;SP;ITAPECERICA DA SERRA;170.927;Grupo Cine Itapecerica;GRUPO CINE;24435;4
608;SP;ITAPETININGA;160.070;Grupo Cine Itapetininga;GRUPO CINE;6659;5
609;SP;ITAPEVA;93.570;Chainça Cine Uniplex Itapeva;UNIPLEX;2450;1
610;SP;ITAPEVI;229.502;Centerplex Ita Shopping;CENTERPLEX;2839;2
611;SP;ITAPEVI;229.502;Centerplex Itapevi Center;CENTERPLEX;37000;3
612;SP;ITAPIRA;73.844;Cine A Itapira;CINE A;24550;1
613;SP;ITAQUAQUECETUBA;360.657;Cinépolis Itaqua Garden;CINÉPOLIS;35751;5
614;SP;ITAQUAQUECETUBA;360.657;Moviecom Pateo Itaquá;MOVIECOM SÃO PAULO;27281;5
615;SP;ITATIBA;116.503;ARAÚJO Multiplex Itatiba Mall;INDEPENDENTE;34799;3
616;SP;ITATIBA;116.503;Top Cineplex Itatiba (Cine Millenium);TOP CINEPLEX;6592;2
617;SP;ITU;170.157;ARAÚJO Cines Plaza Shopping - Itu;ARAÚJO;3104;3
618;SP;JABOTICABAL;76.563;Chainça Cine Uniplex Jaboticabal;UNIPLEX;24636;1
619;SP;JACAREÍ;229.851;Cinemark Jacareí;INDEPENDENTE;6664;5
620;SP;JALES;49.110;Cine Jales;INDEPENDENTE;19919;1
621;SP;JAÚ;146.338;Moviecom Shopping Jaú;MOVIECOM BOTUCATU;2907;2
622;SP;JUNDIAÍ;409.497;Cinépolis Jundiaí Shopping;CINÉPOLIS;22674;7
623;SP;JUNDIAÍ;409.497;Moviecom Maxi;MOVIECOM BOTUCATU;2913;7
624;SP;LEME;101.184;Cine Avenida;INDEPENDENTE;17854;2
625;SP;LIMEIRA;300.911;Arcoplex Pátio Limeira;ARCOPLEX;24043;5
626;SP;LIMEIRA;300.911;Centerplex Shopping Center Limeira;CENTERPLEX;27816;5
627;SP;LIMEIRA;300.911;Circuito Cinemas Limeira;CIRCUITO;34307;4
628;SP;LINS;77.021;Chainça Cine Uniplex Lins;UNIPLEX;17441;1
629;SP;LORENA;87.980;Cinemais Lorena;CINEMAIS;31517;4
630;SP;MARÍLIA;235.234;Cine Esmeralda / Cine Movieboxse7;INDEPENDENTE;19370;3
631;SP;MARÍLIA;235.234;Cinépolis Marília Shopping;CINÉPOLIS;30096;5
632;SP;MATÃO;82.307;Cine Teatro Matão;INDEPENDENTE;6697;2
633;SP;MAUÁ;462.005;ARAÚJO Multiplex Plaza Shopping - Mauá;ARAÚJO;4376;5
634;SP;MOCOCA;68.994;Cine Mococa;INDEPENDENTE;6736;1
635;SP;MOGI DAS CRUZES;433.901;Cinemark Mogi das Cruzes;CINEMARK;31561;7
636;SP;MOGI GUAÇU;149.396;Cineflix Buriti Shopping Mogi Guaçu;INDEPENDENTE;24537;5
637;SP;MONTE ALTO;49.979;Cine-Teatro Municipal “Dr. Antonio Mazza”;INDEPENDENTE;6624;1
638;SP;OLÍMPIA;54.037;Chainça Cine Uniplex Olimpia;UNIPLEX;13583;1
639;SP;OSASCO;697.886;Cinemark Osasco;CINEMARK;16978;10
640;SP;OSASCO;697.886;Cinesercla Osasco Plaza;LB CINEMAS;22216;4
641;SP;OSASCO;697.886;KINOPLEXOsasco;KINOPLEX;27853;7
642;SP;OSVALDO CRUZ;32.709;Cine São José ;-;S/REG;1
643;SP;OURINHOS;111.813;Chainça Cine Uniplex Ourinhos;UNIPLEX;2443;2
644;SP;PAULÍNIA;102.499;Top Cineplex Paulínia;TOP CINEPLEX;19399;2
645;SP;PEDERNEIRAS;45.708;Cine Sétima Arte;INDEPENDENTE;30626;1
646;SP;PENÁPOLIS;62.738;CIRCUITOPenápolis;CIRCUITO;31541;4
647;SP;PINDAMONHANGABA;164.000;Cineflix Shopping Pátio Pinda;REDECINE SUL;25184;4
648;SP;PIRACICABA;397.322;ARAÚJO Cines Shopping Piracicaba;ARAÚJO;2781;7
649;SP;PIRAJU;29.790;Cinemax Piraju;INDEPENDENTE;19650;1
650;SP;PIRASSUNUNGA;75.474;Chainça Cine Uniplex Pirassununga;UNIPLEX;32132;2
651;SP;PORTO FELIZ;52.507;CIRCUITOPorto Feliz;CIRCUITO;27876;3
652;SP;PRAIA GRANDE;310.024;Cinesystem Litoral Plaza Shopping;CINESYSTEM;16656;6
653;SP;PRESIDENTE EPITÁCIO;43.897;Cine Company;INDEPENDENTE;18127;1
654;SP;PRESIDENTE PRUDENTE;225.271;Arcoplex Parque Shopping Prudente;ARCOPLEX;24044;3
655;SP;PRESIDENTE PRUDENTE;225.271;Moviecom Prudenshopping;MOVIECOM BOTUCATU;2915;4
656;SP;RIBEIRÃO PRETO;682.302;Cinemark Novo Shopping;CINEMARK;2539;9
657;SP;RIBEIRÃO PRETO;682.302;Cinépolis Iguatemi Ribeirão Preto;CINÉPOLIS;25198;6
658;SP;RIBEIRÃO PRETO;682.302;Cinépolis Santa Úrsula;CINÉPOLIS;17267;8
659;SP;RIBEIRÃO PRETO;682.302;UCI Ribeirão;UCI;2618;11
660;SP;RIO CLARO;202.952;Arcoplex Rio Claro;ARCOPLEX;24057;5
661;SP;SANTA BÁRBARA D'OESTE;191.889;ARAÚJO Multiplex Vic Center Santa Bárbara;INDEPENDENTE;37911;4
662;SP;SANTA BÁRBARA D'OESTE;191.889;Moviecom Tivoli;MOVIECOM BOTUCATU;2917;4
663;SP;SANTA CRUZ DO RIO PARDO;47.148;Cine São Pedro;INDEPENDENTE;14784;1
664;SP;SANTA ISABEL;56.014;Grupo Cine Santa Isabel;GRUPO CINE;38348;1
665;SP;SANTO ANDRÉ;715.231;Cinemark Atrium;CINEMARK;27398;7
666;SP;SANTO ANDRÉ;715.231;Cinemark Grand Plaza Shopping;CINEMARK;896;10
667;SP;SANTO ANDRÉ;715.231;PlayArte ABC;PLAYARTE;2853;5
668;SP;SANTOS;434.742;Cinearte Posto 4;INDEPENDENTE;37109;1
669;SP;SANTOS;434.742;Cinemark Praiamar Shopping;CINEMARK;906;10
670;SP;SANTOS;434.742;Cinespaço Santos (Cinemas Miramar);ESPAÇO;25075;3
671;SP;SANTOS;434.742;Roxy 4 Iporanga;ROXY;22897;4
672;SP;SANTOS;434.742;Roxy 5 Gonzaga;ROXY;30600;5
673;SP;SÃO BERNARDO DO CAMPO;827.437;Cinemark Extra Anchieta;CINEMARK;2537;9
674;SP;SÃO BERNARDO DO CAMPO;827.437;Cinemark Golden Square;CINEMARK;26041;5
675;SP;SÃO BERNARDO DO CAMPO;827.437;Cinépolis São Bernardo Plaza;CINÉPOLIS;25190;8
676;SP;SÃO BERNARDO DO CAMPO;827.437;PlayArte Metrópole;PLAYARTE;2857;9
677;SP;SÃO CAETANO DO SUL;159.608;Cinemark Parkshopping São Caetano;CINEMARK;20449;7
678;SP;SÃO CARLOS;246.088;ARAÚJO Cines Iguatemi;ARAÚJO;4374;3
679;SP;SÃO CARLOS;246.088;Cine São Carlos;INDEPENDENTE;15374;2
680;SP;SÃO JOÃO DA BOA VISTA;90.089;Cine A São João da Boa Vista;CINE A;39368;2
681;SP;SÃO JOSÉ DO RIO PARDO;54.734;Cine A São José do Rio Pardo;CINE A;15834;1
682;SP;SÃO JOSÉ DO RIO PRETO;450.657;ARAÚJO Multiplex Rio Preto Shopping;ARAÚJO;3137;5
683;SP;SÃO JOSÉ DO RIO PRETO;450.657;ARAÚJO Multiplex Rio Preto Shopping Vip;ARAÚJO;13357;2
684;SP;SÃO JOSÉ DO RIO PRETO;450.657;Centerplex Cidade Norte;CENTERPLEX;22580;3
685;SP;SÃO JOSÉ DO RIO PRETO;450.657;Cinépolis Iguatemi São José do Rio Preto;CINÉPOLIS;26825;7
686;SP;SÃO JOSÉ DO RIO PRETO;450.657;Cinépolis Plaza Avenida SJRP;CINÉPOLIS;30093;7
687;SP;SÃO JOSÉ DOS CAMPOS;703.219;Cinemark Center Vale;CINEMARK;2526;6
688;SP;SÃO JOSÉ DOS CAMPOS;703.219;Cinemark Colinas Shopping;CINEMARK;2531;8
689;SP;SÃO JOSÉ DOS CAMPOS;703.219;Kinoplex Vale Sul;CSR/UCI RIBEIRO;15264;6
690;SP;SÃO PAULO;12.106.920;ARAÚJO Multiplex Campo Limpo;ARAÚJO;6395;5
691;SP;SÃO PAULO;12.106.920;Biblioteca Roberto Santos;SPCINE;32364;1
692;SP;SÃO PAULO;12.106.920;Centerplex Shopping Center Lapa;CENTERPLEX;2842;3
693;SP;SÃO PAULO;12.106.920;Centro Cultural São Paulo;SPCINE;32396;2
694;SP;SÃO PAULO;12.106.920;Centro De Formação Cultural de Cidade Tiradentes;SPCINE;32362;1
695;SP;SÃO PAULO;12.106.920;CEU Butantã;SPCINE;32368;1
696;SP;SÃO PAULO;12.106.920;CEU Caminho do Mar;SPCINE;32370;1
697;SP;SÃO PAULO;12.106.920;CEU Feitiço da Vila;SPCINE;32372;1
698;SP;SÃO PAULO;12.106.920;CEU Jacanã;SPCINE;32374;1
699;SP;SÃO PAULO;12.106.920;CEU Jambreiro;SPCINE;32376;1
700;SP;SÃO PAULO;12.106.920;CEU Meninos;SPCINE;32378;1
701;SP;SÃO PAULO;12.106.920;CEU Parque Veredas;SPCINE;32380;1
702;SP;SÃO PAULO;12.106.920;CEU Paz;SPCINE;32382;1
703;SP;SÃO PAULO;12.106.920;CEU Perus;SPCINE;32384;1
704;SP;SÃO PAULO;12.106.920;CEU Quinta do Sol;SPCINE;32386;1
705;SP;SÃO PAULO;12.106.920;CEU São Rafael;SPCINE;32388;1
706;SP;SÃO PAULO;12.106.920;CEU Três Lagos;SPCINE;32390;1
707;SP;SÃO PAULO;12.106.920;CEU Vila Atlântica;SPCINE;32392;1
708;SP;SÃO PAULO;12.106.920;CEU Vila do Sol;SPCINE;32394;1
709;SP;SÃO PAULO;12.106.920;Cine Caixa Belas Artes;INDEPENDENTE;26953;6
710;SP;SÃO PAULO;12.106.920;Cine Itaim Paulista;INDEPENDENTE;33275;3
711;SP;SÃO PAULO;12.106.920;Cine Livraria Cultura (CineArte);ESPAÇO;6585;2
712;SP;SÃO PAULO;12.106.920;Cine Olido (Galeria Olido);SPCINE;32398;1
713;SP;SÃO PAULO;12.106.920;Cine Segall;INDEPENDENTE;27882;1
714;SP;SÃO PAULO;12.106.920;Cineflix Cantareira Norte Shopping;REDECINE SUL;32844;5
715;SP;SÃO PAULO;12.106.920;Cinemark Aricanduva;CINEMARK;897;13
716;SP;SÃO PAULO;12.106.920;Cinemark Boulevard Tatuapé;CINEMARK;12974;5
717;SP;SÃO PAULO;12.106.920;Cinemark Center Norte;CINEMARK;2528;5
718;SP;SÃO PAULO;12.106.920;Cinemark Central Plaza;CINEMARK;902;10
719;SP;SÃO PAULO;12.106.920;Cinemark Cidade Jardim;CINEMARK;14628;7
720;SP;SÃO PAULO;12.106.920;Cinemark Cidade São Paulo;CINEMARK;30581;6
721;SP;SÃO PAULO;12.106.920;Cinemark Eldorado;CINEMARK;11840;9
722;SP;SÃO PAULO;12.106.920;Cinemark Interlagos;CINEMARK;2533;10
723;SP;SÃO PAULO;12.106.920;Cinemark Lar Center;CINEMARK;30596;3
724;SP;SÃO PAULO;12.106.920;Cinemark Market Place;CINEMARK;908;8
725;SP;SÃO PAULO;12.106.920;Cinemark Metrô Santa Cruz;CINEMARK;2524;9
726;SP;SÃO PAULO;12.106.920;Cinemark Metrô Tatuapé;CINEMARK;895;8
727;SP;SÃO PAULO;12.106.920;Cinemark Metrô Tucuruvi;CINEMARK;25602;6
728;SP;SÃO PAULO;12.106.920;Cinemark Mooca Plaza Shopping;CINEMARK;20598;6
729;SP;SÃO PAULO;12.106.920;Cinemark Pátio Higienópolis;CINEMARK;2536;6
730;SP;SÃO PAULO;12.106.920;Cinemark Pátio Paulista;CINEMARK;15598;7
731;SP;SÃO PAULO;12.106.920;Cinemark Raposo Shopping;CINEMARK;20591;7
732;SP;SÃO PAULO;12.106.920;Cinemark Shopping D;CINEMARK;907;10
733;SP;SÃO PAULO;12.106.920;Cinemark Shopping Iguatemi SP;CINEMARK;40182;6
734;SP;SÃO PAULO;12.106.920;Cinemark SP Market;CINEMARK;898;11
735;SP;SÃO PAULO;12.106.920;Cinemark Tietê Plaza Shopping;CINEMARK;30582;7
736;SP;SÃO PAULO;12.106.920;Cinemark Villa Lobos;CINEMARK;2540;7
737;SP;SÃO PAULO;12.106.920;Cinemark West Plaza;CINEMARK;36652;7
738;SP;SÃO PAULO;12.106.920;Cinépolis JK Iguatemi;CINÉPOLIS;21667;8
739;SP;SÃO PAULO;12.106.920;Cinépolis Mais Shopping;CINÉPOLIS;17949;8
740;SP;SÃO PAULO;12.106.920;Cinépolis Metrô Itaquera;CINÉPOLIS;30012;8
741;SP;SÃO PAULO;12.106.920;CineSala;ESPAÇO;2744;1
742;SP;SÃO PAULO;12.106.920;Cinesystem Morumbi Town Shopping;CINESYSTEM;34941;9
743;SP;SÃO PAULO;12.106.920;Espaço Itaú de Cinema - Augusta;ESPAÇO;31112;5
744;SP;SÃO PAULO;12.106.920;Espaço Itaú de Cinema - Frei Caneca;ESPAÇO;6636;9
745;SP;SÃO PAULO;12.106.920;Espaço Itaú de Cinema - Pompéia;ESPAÇO;14007;11
746;SP;SÃO PAULO;12.106.920;KINOPLEXItaim;KINOPLEX;2391;6
747;SP;SÃO PAULO;12.106.920;KINOPLEXVila Olimpia;KINOPLEX;17204;7
748;SP;SÃO PAULO;12.106.920;Moviecom Boa Vista;MOVIECOM BOTUCATU;4846;5
749;SP;SÃO PAULO;12.106.920;Moviecom Penha;MOVIECOM BOTUCATU;2919;6
750;SP;SÃO PAULO;12.106.920;PlayArte Bristol ;PLAYARTE;2851;5
751;SP;SÃO PAULO;12.106.920;PlayArte Marabá;PLAYARTE;2860;5
752;SP;SÃO PAULO;12.106.920;PlayArte Paulista Splendor;PLAYARTE;2854;2
753;SP;SÃO PAULO;12.106.920;PlayArte Plaza Sul;PLAYARTE;2858;6
754;SP;SÃO PAULO;12.106.920;Reserva Cultural De Cinema;RESERVA;6665;4
755;SP;SÃO PAULO;12.106.920;UCI Anália Franco;UCI;2622;9
756;SP;SÃO PAULO;12.106.920;UCI Jardim Sul;UCI;2621;9
757;SP;SÃO PAULO;12.106.920;UCI Santana Parque Shopping;UCI;14653;8
758;SP;SÃO PEDRO;34.898;Cine Teatro São Pedro;INDEPENDENTE;18873;1
759;SP;SÃO ROQUE;88.473;Cine Center São Roque;INDEPENDENTE;14829;2
760;SP;SÃO VICENTE;360.380;Roxy 6 Brisamar;ROXY;37348;6
761;SP;SERTÃOZINHO;122.643;Starcine Sertãozinho;INDEPENDENTE;14528;2
762;SP;SOCORRO;40.220;Cine Cavaliere Orlandi;INDEPENDENTE;15010;2
763;SP;SOROCABA;659.871;ARAÚJO Multiplex Pátio Cianê;ARAÚJO;24149;6
764;SP;SOROCABA;659.871;ARAÚJO Multiplex Shopping Cidade;ARAÚJO;24148;6
765;SP;SOROCABA;659.871;Cineplay Panorâmico;CINEPLAY;16381;3
766;SP;SOROCABA;659.871;Cineplay Sorocaba;CINEPLAY;16380;7
767;SP;SUZANO;290.769;Centerplex Suzano Shopping;CENTERPLEX;2873;5
768;SP;TABOÃO DA SERRA;279.634;ARAÚJO Multiplex Shopping Taboão;ARAÚJO;4378;5
769;SP;TAQUARITINGA;56.951;Cinemec Taquaritinga;INDEPENDENTE;37751;1
770;SP;TATUÍ;118.939;Cinemac Cine Santa Helena;CINEMAC;15178;2
771;SP;TAUBATÉ;307.953;Cinemark Via Vale Taubaté;CINEMARK;24766;6
772;SP;TAUBATÉ;307.953;Moviecom Taubaté Shopping;MOVIECOM BOTUCATU;25231;5
773;SP;TUPÃ;65.758;Meqe Cine;INDEPENDENTE;17294;1
774;SP;UBATUBA;88.313;Cine Porto;INDEPENDENTE;2352;1
775;SP;VALINHOS;124.024;Grupo Cine Valinhos;GRUPO CINE;34260;3
776;SP;VOTORANTIM;119.898;Cinépolis Iguatemi Esplanada;CINÉPOLIS;25199;7
777;SP;VOTUPORANGA;92.768;Cine Votuporanga;INDEPENDENTE;14838;1
778;TO;ARAGUAÍNA;175.960;Mobi Cine Top Cine Araguaína;MOBICINE;17629;3
779;TO;GURUPI;85.523;Mobi Cine Gurupi;MOBICINE;34401;3
780;TO;PALMAS;286.787;Cine Cultura / Sinhozinho;INDEPENDENTE;18803;1
781;TO;PALMAS;286.787;Cinemark Capim Dourado;CINEMARK;19102;6
782;TO;PALMAS;286.787;Lumière Palmas Shopping;LUMIÈRE;37200;5
;;;;;;;
"""* Os dados são referentes as Estimativas de População publicadas pelo Instituto Brasileiro de Geografia e Estatística (IBGE) que apresenta estimativas populacionais anuais de população para os municípios e para as Unidades da Federação brasileiros, com data de referência em 1º de julho de cada ano. Disponível em https://www.ibge.gov.br/estatisticas-novoportal/sociais/populacao/9103-estimativas-de-populacao.html?=&t=o-que-e""";;;;;;;
"""Fontes: Sistema de Registro – ANCINE, Sistema de Acompanhamento da Distribuição em Salas de Exibição (SADIS), IBGE, Filme B e outras fontes secundárias.""";;;;;;;
"""Elaboração: Coordenação do Observatório do Cinema e do Audiovisual - COB/SAM/ANCINE. Publicado em 09/07/2018.""";;;;;;;
