Listagem de Complexos de Exibição por Município e UF - 2017;;;;;;;
;;;;;;;
#;UF;Município;População*;Nome Complexo ;Grupo ANCINE;Registro Ancine do Complexo;Número de Salas
294;PR;APUCARANA;132.691;Cine XV Apucarana;CINE XV;28645;2
295;PR;ARAPONGAS;118.477;Cine Gracher Arapongas;GRACHER;35875;3
296;PR;CAMPO LARGO;127.309;Cineplus Campo Largo;CINEPLUS;12896;2
297;PR;CAMPO MOURÃO;94.153;Cine Maxs;INDEPENDENTE;19491;1
298;PR;CASCAVEL;319.608;Arcoplex Cascavel;ARCOPLEX;24042;4
299;PR;CASCAVEL;319.608;Cine West Side;INDEPENDENTE;14883;3
300;PR;CASTRO;71.501;Cineplus Castro;CINEPLUS;21049;2
301;PR;CIANORTE;79.571;Cine Teatro Cianorte;INDEPENDENTE;19526;1
302;PR;COLOMBO;237.402;Chainça Cine Uniplex Colombo;UNIPLEX;36217;2
303;PR;CURITIBA;1.908.359;Cine Guarani;VIAPIANA;21633;1
304;PR;CURITIBA;1.908.359;Cinemark Barigui;CINEMARK;2529;8
305;PR;CURITIBA;1.908.359;Cinemark Mueller;CINEMARK;2527;8
306;PR;CURITIBA;1.908.359;Cineplex Batel;INDEPENDENTE;12036;4
307;PR;CURITIBA;1.908.359;Cineplus Água Verde;CINEPLUS;12894;2
308;PR;CURITIBA;1.908.359;Cineplus Jardim das Américas;CINEPLUS;12542;6
309;PR;CURITIBA;1.908.359;Cineplus Xaxim;CINEPLUS;15674;4
310;PR;CURITIBA;1.908.359;Cinépolis Pátio Batel;CINÉPOLIS;25191;8
311;PR;CURITIBA;1.908.359;Cinesystem Shopping Cidade;CINESYSTEM;13310;5
312;PR;CURITIBA;1.908.359;Cinesystem Shopping Curitiba;CINESYSTEM;14984;6
313;PR;CURITIBA;1.908.359;Cinesystem Shopping Total;CINESYSTEM;6658;5
314;PR;CURITIBA;1.908.359;Espaço Itaú de Cinema - Curitiba;ESPAÇO;2888;5
315;PR;CURITIBA;1.908.359;IMAX Palladium (Dom Bosco);INDEPENDENTE;17556;1
316;PR;CURITIBA;1.908.359;UCI Estação;UCI;2623;10
317;PR;CURITIBA;1.908.359;UCI Palladium;UCI;15486;8
318;PR;FAZENDA RIO GRANDE;95.225;Cineplus Fazenda Rio Grande;CINEPLUS;36184;2
319;PR;FOZ DO IGUAÇU;264.044;Cine Cataratas;INDEPENDENTE;15566;4
320;PR;FOZ DO IGUAÇU;264.044;Cinemark Shopping Catuaí Palladium;CINEMARK;33653;6
321;PR;FRANCISCO BELTRÃO;88.465;Cine Max Beltrão;INDEPENDENTE;23317;1
322;PR;GUARAPUAVA;180.364;Cine XV Guarapuava;CINE XV;15559;2
323;PR;IRATI;60.425;Cinema.com;INDEPENDENTE;37229;1
324;PR;IVAIPORÃ;32.720;Cine Ivaiporã;INDEPENDENTE;19674;1
325;PR;JAGUARIAÍVA;34.822;Cine Teatro Municipal Valeria Luercy;INDEPENDENTE;23541;1
326;PR;LONDRINA;558.439;ARAÚJO Multiplex Catuaí;ARAÚJO;3079;7
327;PR;LONDRINA;558.439;Cineflix Londrina ;CINEFLIX;32667;5
328;PR;LONDRINA;558.439;Cinemark Boulevard Londrina;CINEMARK;24767;7
329;PR;LONDRINA;558.439;Cinesystem Londrina Norte Shopping;CINESYSTEM;22548;6
330;PR;LONDRINA;558.439;Lumière Royal Plaza Shopping;LUMIÈRE;37201;5
331;PR;MARINGÁ;406.693;ARAÚJO Cines Avenida;ARAÚJO;4379;4
332;PR;MARINGÁ;406.693;ARAÚJO Multiplex Catuaí Maringá;ARAÚJO;18126;5
333;PR;MARINGÁ;406.693;Cineflix Maringá Park;CINEFLIX;16682;5
334;PR;PARANAGUÁ;152.975;Cinesystem Hipemercado Condor;CINESYSTEM;6627;2
335;PR;PARANAVAÍ;87.850;Cineaston Cinemas;INDEPENDENTE;16210;2
336;PR;PATO BRANCO;80.710;Cine Gracher Pato Branco;GRACHER;34894;3
337;PR;PATO BRANCO;80.710;Cine Max Pato Branco;CINE MAX;34950;2
338;PR;PONTA GROSSA;344.332;ARAÚJO Multiplex Palladium;ARAÚJO;3102;4
339;PR;PONTA GROSSA;344.332;Lumière Shopping Total;LUMIÈRE;37202;5
340;PR;QUATRO BARRAS;22.651;Galeria Dom Pedro;INDEPENDENTE;38183;2
341;PR;SANTO ANTÔNIO DA PLATINA;45.819;Cinema Caffe;INDEPENDENTE;22413;1
342;PR;SÃO JOSÉ DOS PINHAIS;307.530;Cinemark Shopping São Jose;CINEMARK;30609;5
343;PR;TOLEDO;135.538;Cine Panambi;INDEPENDENTE;14636;2
344;PR;UMUARAMA;109.955;Cine Vip Umuarama;INDEPENDENTE;19476;1
345;RJ;ANGRA DOS REIS;194.619;Cine Show Angra dos Reis;CINESHOW;20914;4
346;RJ;ARARUAMA;126.742;Cinemagic Araruama;CINEMAGIC;18329;2
347;RJ;ARMAÇÃO DOS BÚZIOS;32.260;Gran Cine Bardot;INDEPENDENTE;15662;1
348;RJ;BARRA DO PIRAÍ;97.460;Cine Show Barra do Piraí;CINESHOW;20984;2
349;RJ;BARRA MANSA;179.451;Cine Show Barra Mansa;CINESHOW;35083;2
350;RJ;BOM JESUS DO ITABAPOANA;36.068;Cinemais Bom Jesus;INDEPENDENTE;14394;1
351;RJ;CABO FRIO;216.030;ARAÚJO Multiplex Park Lagos;ARAÚJO;27345;4
352;RJ;CABO FRIO;216.030;Cinemaxx Unapark Shopping;CINEMAGIC;34616;2
353;RJ;CAMPOS DOS GOYTACAZES;490.288;ARAÚJO Multiplex Boulevard;ARAÚJO;18910;5
354;RJ;CAMPOS DOS GOYTACAZES;490.288;KINOPLEXAvenida;KINOPLEX;24770;5
355;RJ;DUQUE DE CAXIAS;890.997;ARAÚJO Cine Duque;ARAÚJO;14685;6
356;RJ;ITABORAÍ;232.394;Cinesystem Itaboraí Plaza Shopping;CINESYSTEM;31708;5
357;RJ;ITAGUAÍ;122.369;Cinesercla PátioMix Itaguaí;ADICINE;18367;4
358;RJ;ITAPERUNA;99.997;Cinemaxx Glória;CINEMAXX;19509;1
359;RJ;MACAÉ;244.139;Planet Shopping Plaza Macaé;PLANET CINEMAS;16630;5
360;RJ;NILÓPOLIS;158.329;Cinesercla Nilópolis;ADICINE;14061;3
361;RJ;NITERÓI;499.028;Cinemark Plaza Shopping Niterói;CINEMARK;2543;8
362;RJ;NITERÓI;499.028;KINOPLEXCinema Bay Market;KINOPLEX;2419;4
363;RJ;NITERÓI;499.028;Reserva Cultural De Cinema (Caminho Niemeyer - MAC);RESERVA;33994;5
364;RJ;NOVA FRIBURGO;185.381;Cine Show Nova Friburgo;CINESHOW;13329;3
365;RJ;NOVA FRIBURGO;185.381;Cine Show Nova Friburgo Cadima;CINESHOW;26147;3
366;RJ;NOVA IGUAÇU;798.647;KINOPLEXShopping Nova Iguaçu;KINOPLEX;33119;7
367;RJ;NOVA IGUAÇU;798.647;KINOPLEXTopShopping;KINOPLEX;2387;6
368;RJ;PARACAMBI;50.447;Cinemaxx Imperial;CINEMAXX;18716;1
369;RJ;PETRÓPOLIS;298.235;Cine Bauhaus;INDEPENDENTE;6706;2
370;RJ;PETRÓPOLIS;298.235;Cine Itaipava;INDEPENDENTE;15799;1
371;RJ;PETRÓPOLIS;298.235;Cinemaxx Mercado Estação;-;S/REG;3
372;RJ;PETRÓPOLIS;298.235;Cinemaxx Top Cine Hiper Shopping ABC;INDEPENDENTE;2729;2
373;RJ;RESENDE;126.923;Cine A Resende;CINE A;33011;4
374;RJ;RESENDE;126.923;Cine Show Resende (salas 1 e 2);CINESHOW;6644;2
375;RJ;RESENDE;126.923;Cine Show Resende (salas 3 e 4);CINESHOW;28018;2
376;RJ;RIO DAS OSTRAS;141.117;Cinemagic Rio das Ostras;CINEMAGIC;23054;2
377;RJ;RIO DE JANEIRO;6.520.266;ARAÚJO Multiplex Jardim Guadalupe;ARAÚJO;20404;5
378;RJ;RIO DE JANEIRO;6.520.266;Centro Cultural Luis Severiano Ribeiro - Odeon;KINOPLEX;30136;1
379;RJ;RIO DE JANEIRO;6.520.266;Cine Cândido Mendes;CASAL CINE;25604;1
380;RJ;RIO DE JANEIRO;6.520.266;Cine Carioca Nova Brasília (Complexo do Alemão);CASAL CINE;33826;1
381;RJ;RIO DE JANEIRO;6.520.266;Cine Museu da República;CASAL CINE;27402;1
382;RJ;RIO DE JANEIRO;6.520.266;Cine Santa;CASAL CINE;14201;1
383;RJ;RIO DE JANEIRO;6.520.266;Cine Star Laura Alvim;INDEPENDENTE;23878;3
384;RJ;RIO DE JANEIRO;6.520.266;Cinecarioca Microcine Bonsucesso;INDEPENDENTE;39320;1
385;RJ;RIO DE JANEIRO;6.520.266;Cinemark Botafogo;CINEMARK;2541;6
386;RJ;RIO DE JANEIRO;6.520.266;Cinemark Carioca Shopping;CINEMARK;2525;6
387;RJ;RIO DE JANEIRO;6.520.266;Cinemark Center Shopping;CINEMARK;31558;4
388;RJ;RIO DE JANEIRO;6.520.266;Cinemark Downtown;CINEMARK;899;12
389;RJ;RIO DE JANEIRO;6.520.266;Cinemark Metropolitano Barra;CINEMARK;27386;7
390;RJ;RIO DE JANEIRO;6.520.266;Cinemark Village Mall;CINEMARK;22951;4
391;RJ;RIO DE JANEIRO;6.520.266;Cinépolis Lagoon;CINÉPOLIS;17814;6
392;RJ;RIO DE JANEIRO;6.520.266;Cinespaço Rio Design;ESPAÇO;2745;3
393;RJ;RIO DE JANEIRO;6.520.266;Cinesystem Américas Shopping;CINESYSTEM;28834;7
394;RJ;RIO DE JANEIRO;6.520.266;Cinesystem Bangu Shopping;CINESYSTEM;13236;6
395;RJ;RIO DE JANEIRO;6.520.266;Cinesystem Ilha Plaza Shopping;CINESYSTEM;16645;4
396;RJ;RIO DE JANEIRO;6.520.266;Cinesystem Parque Shopping Sulacap;CINESYSTEM;28835;7
397;RJ;RIO DE JANEIRO;6.520.266;Cinesystem Recreio Shopping;CINESYSTEM;6691;5
398;RJ;RIO DE JANEIRO;6.520.266;Cinesystem Shopping Via Brasil;CINESYSTEM;18721;6
399;RJ;RIO DE JANEIRO;6.520.266;Espaço Itaú de Cinema - Botafogo;ESPAÇO;21325;6
400;RJ;RIO DE JANEIRO;6.520.266;Estação Net BarraPoint;ESTAÇÃO;5127;2
401;RJ;RIO DE JANEIRO;6.520.266;Estação Net Botafogo;ESTAÇÃO;6713;3
402;RJ;RIO DE JANEIRO;6.520.266;Estação Net Ipanema;ESTAÇÃO;6612;2
403;RJ;RIO DE JANEIRO;6.520.266;Estação Net Rio;ESTAÇÃO;5126;5
404;RJ;RIO DE JANEIRO;6.520.266;KINOPLEX Leblon;KINOPLEX;11752;4
405;RJ;RIO DE JANEIRO;6.520.266;KINOPLEX Rio Sul;KINOPLEX;2390;6
406;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXBoulevard Rio (Iguatemi);KINOPLEX;2425;7
407;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXCineCarioca Meier (Imperator);KINOPLEX;22589;3
408;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXCinema Roxy;KINOPLEX;2400;3
409;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXFashion Mall;KINOPLEX;13482;4
410;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXMadureira;KINOPLEX;2389;5
411;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXNova América;KINOPLEX;2426;7
412;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXSão Luiz;KINOPLEX;2392;4
413;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXTijuca;KINOPLEX;13416;6
414;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXVia Parque;KINOPLEX;13454;6
415;RJ;RIO DE JANEIRO;6.520.266;KINOPLEXWest Shopping;KINOPLEX;17366;5
416;RJ;RIO DE JANEIRO;6.520.266;Ponto Cine;INDEPENDENTE;6580;1
417;RJ;RIO DE JANEIRO;6.520.266;UCI Kinoplex NorteShopping;UCI RIBEIRO;12748;10
418;RJ;RIO DE JANEIRO;6.520.266;UCI New York City Center;UCI;2620;18
419;RJ;RIO DE JANEIRO;6.520.266;UCI Parkshopping Campo Grande;UCI;23929;7
420;RJ;RIO DE JANEIRO;6.520.266;Vilacine Cine Joia;VILACINE;18500;1
421;RJ;SÃO GONÇALO;1.049.826;Cinépolis São Gonçalo Shopping;CINÉPOLIS;30088;8
422;RJ;SÃO GONÇALO;1.049.826;Cinespaço Partage (Cinespaço Boulevard);ESPAÇO;19409;6
423;RJ;SÃO JOÃO DE MERITI;460.461;KINOPLEXGrande Rio;KINOPLEX;2424;6
424;RJ;TERESÓPOLIS;176.060;Cine Show Teresópolis;CINESHOW;21219;3
425;RJ;TRÊS RIOS;79.402;Cine Show Três Rios;CINESHOW;24771;3
426;RJ;TRÊS RIOS;79.402;Cinemaxx Shopping Olga Sola;CINEMAXX;37888;1
427;RJ;VALENÇA;74.237;Cine Glória Valença;INDEPENDENTE;16616;2
428;RJ;VASSOURAS;35.768;Cinemaxx Casario Shopping;CINEMAXX;18050;1
429;RJ;VOLTA REDONDA;265.201;Cine 9 de Abril;INDEPENDENTE;14326;1
430;RJ;VOLTA REDONDA;265.201;Cine Show Volta Redonda;CINESHOW;6743;4
431;RN;MOSSORÓ;295.619;Multicine Partage Shopping Mossoró;MULTICINE;17881;5
432;RN;NATAL;885.180;Cinemark Midway Mall Natal;CINEMARK;5565;7
433;RN;NATAL;885.180;Cinépolis Natal Shopping;CINÉPOLIS;25822;6
434;RN;NATAL;885.180;Cinépolis Partage Norte Shopping Natal;CINÉPOLIS;25194;6
435;RN;NATAL;885.180;Moviecom Praia Shopping;MOVIECOM SÃO PAULO;2894;7
436;RO;ARIQUEMES;107.345;Cine Laser Ariquemes;LASER;26897;3
437;RO;CACOAL;88.507;Cine Art Cacoal Shopping;INDEPENDENTE;37071;3
438;RO;JI-PARANÁ;132.667;Cine Columbia Ji-Paraná;CINE COLUMBIA/MILANI;29588;1
439;RO;JI-PARANÁ;132.667;Cine Milani;CINE COLUMBIA/MILANI;14931;1
440;RO;PORTO VELHO;519.436;ARAÚJO Cine Porto Velho;ARAÚJO;14826;6
441;RO;PORTO VELHO;519.436;Cine Veneza;LACERDA E RAMALHO;13705;1
442;RO;ROLIM DE MOURA;57.074;Cine Columbia Rolim de Moura;CINE COLUMBIA/MILANI;14928;1
443;RO;VILHENA;95.630;Cine Laser Vilhena;LASER;19466;2
444;RR;BOA VISTA;332.020;ARAÚJO Multiplex Pátio Roraima;ARAÚJO;29179;5
445;RR;BOA VISTA;332.020;Cine Super K;INDEPENDENTE;28676;6
446;RR;BOA VISTA;332.020;Cinemark Boa Vista;INDEPENDENTE;31904;4
447;RS;BAGÉ;122.209;Cine 7;INDEPENDENTE;14790;1
448;RS;BENTO GONÇALVES;115.069;Cine Marcopolo;MOVIE ARTE;32792;2
449;RS;BENTO GONÇALVES;115.069;Movie L'América Shopping;MOVIE ARTE;18040;2
450;RS;CACHOEIRA DO SUL;85.495;Cine Via Sete - Cachoeira do Sul;MAHMUD;6690;2
451;RS;CACHOEIRINHA;127.318;Arcoplex Shopping do Vale;ARCOPLEX;24041;3
452;RS;CANOAS;343.853;Cinemark Canoas;CINEMARK;903;7
453;RS;CANOAS;343.853;UCI Park Shopping Canoas;UCI;38245;7
454;RS;CAPÃO DA CANOA;48.401;Cine + Arte Capão da Canoa;CINE + ARTE;36025;1
455;RS;CAXIAS DO SUL;483.377;Cinépolis San Pelegrino;CINÉPOLIS;19864;6
456;RS;CAXIAS DO SUL;483.377;GNC Caxias do Sul;GNC;3053;6
457;RS;CRUZ ALTA;63.463;Cult Cinemas;INDEPENDENTE;38512;2
458;RS;ERECHIM;103.437;Movie Master Sonda;MOVIE ARTE;14252;1
459;RS;GRAMADO;35.047;Cinema de Gramado (Cine Embaixador);INDEPENDENTE;15086;1
460;RS;GRAVATAÍ;275.146;Arcoplex Shopping Gravataí;ARCOPLEX;34183;5
461;RS;LAJEADO;79.819;Arcoplex Lajeado;ARCOPLEX;24051;4
462;RS;MONTENEGRO;63.868;Cine + Arte Tanópolis;CINE + ARTE;32157;1
463;RS;NOVA PRATA;25.559;Movie Arte Nova Prata;MOVIE ARTE;37102;1
464;RS;NOVO HAMBURGO;249.508;Cinespaço Novo Hamburgo;ESPAÇO;17855;5
465;RS;PALMEIRA DAS MISSÕES;34.844;Cine Globo Palmeira Das Missões;CINE GLOBO;28672;1
466;RS;PASSO FUNDO;198.799;Arcoplex Bella Citta;ARCOPLEX;24039;2
467;RS;PASSO FUNDO;198.799;Centerplex Passo Fundo;CENTERPLEX;38164;2
468;RS;PELOTAS;344.385;Cine Arte Pelotas;INDEPENDENTE;28265;3
469;RS;PELOTAS;344.385;Cineflix Shopping Pelotas;CINEFLIX;24304;5
470;RS;PORTO ALEGRE;1.484.941;Arcoplex Boulevard;ARCOPLEX;24064;2
471;RS;PORTO ALEGRE;1.484.941;Arcoplex Rua da Praia Shopping;ARCOPLEX;24058;2
472;RS;PORTO ALEGRE;1.484.941;Cine Bancários;INDEPENDENTE;14823;1
473;RS;PORTO ALEGRE;1.484.941;Cine Victoria;INDEPENDENTE;34233;2
474;RS;PORTO ALEGRE;1.484.941;Cineflix Shopping Total;CINEFLIX;6669;5
475;RS;PORTO ALEGRE;1.484.941;Cinemark Barra Sul;CINEMARK;14884;8
476;RS;PORTO ALEGRE;1.484.941;Cinemark Bourbon Ipiranga;CINEMARK;901;8
477;RS;PORTO ALEGRE;1.484.941;Cinemateca Capitólio;INDEPENDENTE;36918;1
478;RS;PORTO ALEGRE;1.484.941;"""Cinemateca Paulo Amorim (Sala Eduardo Hirtz, Sala Norberto Lubisco e Sala Paulo Amorim)""";INDEPENDENTE;6750;3
479;RS;PORTO ALEGRE;1.484.941;Cinespaço Wallig;ESPAÇO;22379;8
480;RS;PORTO ALEGRE;1.484.941;Espaço Itaú de Cinema - Porto Alegre;ESPAÇO;2738;8
481;RS;PORTO ALEGRE;1.484.941;GNC Iguatemi;GNC;14730;6
482;RS;PORTO ALEGRE;1.484.941;GNC Lindóia;GNC;3067;2
483;RS;PORTO ALEGRE;1.484.941;GNC Moinhos;GNC;3057;4
484;RS;PORTO ALEGRE;1.484.941;GNC Praia de Belas;GNC;2972;6
485;RS;PORTO ALEGRE;1.484.941;Guion Center Cinemas;INDEPENDENTE;6683;3
486;RS;RIO GRANDE;209.378;Cine Dunas - Cassino;INDEPENDENTE;15053;1
487;RS;RIO GRANDE;209.378;Cine Sercla Rio Grande (Partage Shopping);EXIBIDORA NACIONAL;32278;4
488;RS;RIO GRANDE;209.378;Cinesystem Praça Rio Grande Shopping;CINESYSTEM;27507;4
489;RS;SANTA CRUZ DO SUL;127.429;Cine Santa Cruz;INDEPENDENTE;31896;2
490;RS;SANTA CRUZ DO SUL;127.429;Cine Via Sete Santa Cruz do Sul;MAHMUD;23879;2
491;RS;SANTA MARIA;278.445;Arcoplex Royal Plaza;ARCOPLEX;24060;4
492;RS;SANTA MARIA;278.445;Cinépolis Santa Maria;CINÉPOLIS;37222;5
493;RS;SANTA ROSA;72.753;Cine Globo Santa Rosa;CINE GLOBO;29163;1
494;RS;SANTIAGO;50.658;Maxicine;INDEPENDENTE;27313;1
495;RS;SANTO ÂNGELO;79.101;Cine Cisne;INDEPENDENTE;6753;3
496;RS;SÃO LEOPOLDO;230.914;Cinesystem Bourbon Shopping;CINESYSTEM;6682;5
497;RS;SÃO LUIZ GONZAGA;35.057;Cine Lux;INDEPENDENTE;20868;1
498;RS;TORRES;37.564;Cine Torres;INDEPENDENTE;27198;2
499;RS;TRÊS PASSOS;24.632;Cine Globo Três Passos;CINE GLOBO;20980;1
500;RS;VIAMÃO;253.717;Cine Santa Isabel;INDEPENDENTE;23065;1
501;SC;ARARANGUÁ;67.110;Arcoplex Araranguá;ARCOPLEX;31752;2
502;SC;BALNEÁRIO CAMBORIÚ;135.268;Arcoplex Atlântico;ARCOPLEX;24038;2
503;SC;BALNEÁRIO CAMBORIÚ;135.268;GNC Balneário Camboriú;GNC;13237;8
504;SC;BLUMENAU;348.513;Arcoplex Park Europeu;ARCOPLEX;24053;5
505;SC;BLUMENAU;348.513;Cinépolis Norte Shopping;CINÉPOLIS;19068;7
506;SC;BLUMENAU;348.513;GNC Neumarkt Blumenau;GNC;2971;6
507;SC;BRUSQUE;128.818;Cine Gracher Havan Brusque;GRACHER;26111;3
508;SC;BRUSQUE;128.818;Cine Gracher Shopping;GRACHER;6687;3
509;SC;CAÇADOR;77.323;Cine Lúmine Caçador;LÚMINE;39278;1
510;SC;CANOINHAS;54.403;Cine Max Canoinhas;CINE MAX;35104;1
511;SC;CHAPECÓ;213.279;Arcoplex Pátio Chapecó;ARCOPLEX;24054;4
512;SC;CONCÓRDIA;73.766;Grupo Cine Concórdia;GRUPO CINE;24433;1
513;SC;CRICIÚMA;211.369;Arcoplex Criciúma;ARCOPLEX;24045;2
514;SC;CRICIÚMA;211.369;Arcoplex Della Giustina;ARCOPLEX;24047;2
515;SC;CRICIÚMA;211.369;Cine Mult Criciúma;CINE MULT;21912;2
516;SC;CRICIÚMA;211.369;GNC Criciúma (Cinema Nações Shopping);GNC;32640;6
517;SC;CURITIBANOS;39.566;Cine Lúmine Curitibanos;LÚMINE;39277;1
518;SC;FLORIANÓPOLIS;485.838;Cine Show Beiramar;CINESHOW;37456;5
519;SC;FLORIANÓPOLIS;485.838;Cinemark Floripa Shopping;CINEMARK;12977;7
520;SC;FLORIANÓPOLIS;485.838;Cinesystem Shopping Center Iguatemi;CINESYSTEM;13235;7
521;SC;FLORIANÓPOLIS;485.838;Paradigma Cine Arte;INDEPENDENTE;16818;1
522;SC;FRAIBURGO;36.261;Grupo Cine Fraiburgo;INDEPENDENTE;30765;1
523;SC;ITAJAÍ;212.615;Arcoplex Itajaí;ARCOPLEX;24049;4
524;SC;JARAGUÁ DO SUL;170.835;Arcoplex Jaraguá;ARCOPLEX;24050;5
525;SC;JOINVILLE;577.077;Chainça Cine Uniplex Joinville;UNIPLEX;37723;2
526;SC;JOINVILLE;577.077;GNC Garten;GNC;16870;6
527;SC;JOINVILLE;577.077;GNC Mueller;GNC;3052;3
528;SC;LAGES;158.508;Arcoplex Marrocos;ARCOPLEX;24052;1
529;SC;LAGES;158.508;Cinemark Lages;CINEMARK;30567;4
530;SC;MAFRA;55.907;Cineplus Emacite Mafra;INDEPENDENTE;34890;1
531;SC;OTACÍLIO COSTA;18.313;Poly Vídeo Cinema e Locadora;INDEPENDENTE;27207;1
532;SC;PALHOÇA;164.926;Arcoplex Via Catarina;ARCOPLEX;24062;4
533;SC;PORTO UNIÃO;35.207;Cine Gracher Havan Porto União;GRACHER;30780;3
534;SC;RIO DO SUL;69.188;Grupo Cine Rio do Sul;GRUPO CINE;13105;2
535;SC;SÃO JOSÉ;239.718;Arcoplex Itaguaçu;ARCOPLEX;24048;5
536;SC;SÃO JOSÉ;239.718;Cinépolis Continente Shopping;CINÉPOLIS;22648;8
537;SC;SÃO MIGUEL DO OESTE;39.793;Cine Peperi;INDEPENDENTE;17833;1
538;SC;TUBARÃO;104.457;Cine Show Tubarão;CINESHOW;33771;4
539;SC;VIDEIRA;52.066;Grupo Cine Videira;GRUPO CINE;13106;2
540;SE;ARACAJU;650.106;Cinema Vitória;INDEPENDENTE;23328;1
541;SE;ARACAJU;650.106;Cinemark Riomar;CINEMARK;15415;5
542;SE;ARACAJU;650.106;Cinemark Shopping Jardins;CINEMARK;2530;9
543;SE;ITABAIANA;95.196;Cine Laser Itabaiana;LASER;36481;4
544;SE;NOSSA SENHORA DA GLÓRIA;36.613;Mobicine Avelan Shopping;MOBICINE;33066;2
545;SE;NOSSA SENHORA DO SOCORRO;181.928;Cinesercla Shopping Prêmio;EXIBIDORA NACIONAL;23478;4
546;SP;ADAMANTINA;35.139;Cine Hos;INDEPENDENTE;22208;1
547;SP;AMPARO;71.193;AGA Amparo Cine Duplex;AGA;6584;2
548;SP;ANDRADINA;57.350;Grupo Cine Andradina;GRUPO CINE;11754;2
549;SP;ARAÇATUBA;194.874;ARAÚJO Cine Araçatuba;ARAÚJO;3111;3
550;SP;ARAÇATUBA;194.874;Cineflix Shopping Praça Nova Araçatuba;REDECINE SUL;31153;5
551;SP;ARARAQUARA;230.770;Cine Lupo;INDEPENDENTE;15618;3
552;SP;ARARAQUARA;230.770;Moviecom Jaraguá;MOVIECOM BOTUCATU;2922;5
553;SP;ARARAS;131.282;Cine A Araras;CINE A;24551;2
554;SP;ASSIS;102.924;Chainça Cine Uniplex Assis;UNIPLEX;24637;1
555;SP;ATIBAIA;139.683;Centerplex Cine Atibaia;CENTERPLEX;2843;2
556;SP;AVARÉ;89.479;Chainça Cine Uniplex Avaré;UNIPLEX;2445;1
557;SP;BARRETOS;120.638;Centerplex North Shopping Barretos;CENTERPLEX;18414;3
558;SP;BARUERI;267.534;Cinemark Shopping Tambore;CINEMARK;900;9
559;SP;BARUERI;267.534;Cinépolis Iguatemi Alphaville;CINÉPOLIS;18655;9
560;SP;BARUERI;267.534;Cinépolis Parque Barueri;CINÉPOLIS;21881;9
561;SP;BATATAIS;61.480;Cine Batatais;INDEPENDENTE;16871;1
562;SP;BAURU;371.690;ARAÚJO Multiplex Bauru Shopping;ARAÚJO;5883;5
563;SP;BAURU;371.690;Cine'N Fun - Alameda Quality Center;INDEPENDENTE;32877;3
564;SP;BAURU;371.690;Cinépolis Nações Bauru;CINÉPOLIS;25196;6
565;SP;BEBEDOURO;77.761;Cine Pop Bebedouro;INDEPENDENTE;22592;1
566;SP;BOITUVA;57.910;Cine Boituva;INDEPENDENTE;34180;2
567;SP;BOTUCATU;142.546;ARAÚJO Multiplex Boulevard Botucatu;ARAÚJO;33423;3
568;SP;BOTUCATU;142.546;Cineflix Shopping Botucatu;REDECINE SUL;26587;5
569;SP;BRAGANÇA PAULISTA;164.163;Cine A Bragança Paulista (Parque Mall);CINE A;32481;3
570;SP;BRAGANÇA PAULISTA;164.163;Cinemark Bragança Garden Shopping;CINEMARK;34704;4
571;SP;BROTAS;23.858;Cine São José - Brotas;INDEPENDENTE;15122;1
572;SP;CAJAMAR;73.921;Grupo Cine Cajamar (Anhanguera Parque Shopping) ;GRUPO CINE;32957;3
573;SP;CAMPINAS;1.182.429;ARAÚJO Multiplex Parque Das Bandeiras;ARAÚJO;24150;6
574;SP;CAMPINAS;1.182.429;Cineflix Galleria Shopping;CINEFLIX;6696;5
575;SP;CAMPINAS;1.182.429;Cinemark Campinas Iguatemi;CINEMARK;2538;11
576;SP;CAMPINAS;1.182.429;Cinépolis Campinas Shopping;CINÉPOLIS;30090;10
577;SP;CAMPINAS;1.182.429;KINOPLEXDom Pedro;KINOPLEX;2404;15
578;SP;CAMPINAS;1.182.429;Moviecom Unimart;MOVIECOM SÃO PAULO;5573;6
579;SP;CAMPINAS;1.182.429;Top Cineplex Campinas;TOP CINEPLEX;31303;4
580;SP;CAPIVARI;54.298;Cine Vera Cruz;CENTERPLEX;15647;1
581;SP;CARAGUATATUBA;116.786;Centerplex Serramar Parque Shopping;CENTERPLEX;20413;4
582;SP;CARAPICUÍBA;396.587;Cinépolis Plaza Shopping Carapicuíba;CINÉPOLIS;33905;5
583;SP;CATANDUVA;120.691;Lumière Garden Catanduva Shopping;INDEPENDENTE;17707;3
584;SP;CESÁRIO LANGE;17.587;Cinemac Cine São José;INDEPENDENTE;15270;1
585;SP;COTIA;237.750;Cineflix The Square Granja Vianna;CINEFLIX;31743;6
586;SP;COTIA;237.750;Cinemark Shopping Granja Vianna;CINEMARK;18206;5
587;SP;CRUZEIRO;81.724;Cine Cruzeiro;INDEPENDENTE;19449;1
